Scode,Coname,Date,Time,Weektime,Tradetm_dum,Tpostnum,Pospostnum,Negpostnum,Neupostnum,Readnum,Commentnum
975,银泰黄金,2020/2/5,9:00-15:00,星期三,1,83,22,17,44,33658,94
975,银泰黄金,2020/2/6,9:00-15:00,星期四,1,93,13,24,56,35740,97
975,银泰黄金,2020/2/6,15:00-9:00,星期四,0,15,6,1,8,15856,45
975,银泰黄金,2020/2/7,9:00-15:00,星期五,1,77,11,18,48,37683,92
975,银泰黄金,2020/2/7,15:00-24:00,星期五,0,12,4,1,7,13947,19
975,银泰黄金,2020/2/7,15:00-9:00,星期五,0,17,5,1,11,14099,28
975,银泰黄金,2020/2/8,0:00-24:00,星期六,0,10,2,0,8,15482,24
975,银泰黄金,2020/2/9,0:00-24:00,星期日,0,7,4,0,3,7287,12
975,银泰黄金,2020/2/10,0:00-9:00,星期一,0,2,1,0,1,1022,1
975,银泰黄金,2020/2/10,9:00-15:00,星期一,1,68,15,17,36,27918,74
975,银泰黄金,2020/2/11,9:00-15:00,星期二,1,87,14,26,47,34388,84
975,银泰黄金,2020/2/11,15:00-9:00,星期二,0,17,1,1,15,13422,23
975,银泰黄金,2020/2/12,9:00-15:00,星期三,1,86,13,24,49,33192,56
975,银泰黄金,2020/2/12,15:00-9:00,星期三,0,25,2,6,17,20344,52
975,银泰黄金,2020/2/13,9:00-15:00,星期四,1,99,29,24,46,38949,88
975,银泰黄金,2020/2/13,15:00-9:00,星期四,0,24,8,5,11,16837,41
975,银泰黄金,2020/2/14,9:00-15:00,星期五,1,67,20,13,34,28621,38
975,银泰黄金,2020/2/14,15:00-24:00,星期五,0,11,3,0,8,18602,17
975,银泰黄金,2020/2/14,15:00-9:00,星期五,0,20,7,0,13,34277,43
975,银泰黄金,2020/2/15,0:00-24:00,星期六,0,9,3,0,6,12791,17
975,银泰黄金,2020/2/16,0:00-24:00,星期日,0,7,1,1,5,9016,18
975,银泰黄金,2020/2/17,9:00-15:00,星期一,1,63,7,13,43,27611,71
975,银泰黄金,2020/2/17,0:00-9:00,星期一,0,1,0,0,1,570,0
975,银泰黄金,2020/2/18,15:00-9:00,星期二,0,16,6,1,9,16392,45
975,银泰黄金,2020/2/18,9:00-15:00,星期二,1,77,19,7,51,32073,66
975,银泰黄金,2020/2/19,9:00-15:00,星期三,1,74,19,11,44,31105,65
975,银泰黄金,2020/2/19,15:00-9:00,星期三,0,30,17,0,13,21859,41
975,银泰黄金,2020/2/20,15:00-9:00,星期四,0,28,6,3,19,28574,56
975,银泰黄金,2020/2/20,9:00-15:00,星期四,1,62,24,8,30,24944,56
975,银泰黄金,2020/2/21,9:00-15:00,星期五,1,132,40,15,77,49381,87
975,银泰黄金,2020/2/21,15:00-24:00,星期五,0,34,15,1,18,50059,102
975,银泰黄金,2020/2/21,15:00-9:00,星期五,0,45,14,8,23,31837,38
975,银泰黄金,2020/2/22,0:00-24:00,星期六,0,35,12,1,22,53902,109
975,银泰黄金,2020/2/23,0:00-24:00,星期日,0,24,13,3,8,24396,40
975,银泰黄金,2020/2/24,9:00-15:00,星期一,1,138,55,16,67,55077,121
975,银泰黄金,2020/2/24,0:00-9:00,星期一,0,14,4,2,8,8664,13
975,银泰黄金,2020/2/25,9:00-15:00,星期二,1,132,40,25,67,44065,99
975,银泰黄金,2020/2/25,15:00-9:00,星期二,0,92,34,13,45,74426,117
975,银泰黄金,2020/2/26,15:00-9:00,星期三,0,42,9,5,28,44884,96
975,银泰黄金,2020/2/26,9:00-15:00,星期三,1,109,25,21,63,31505,83
975,银泰黄金,2020/2/27,9:00-15:00,星期四,1,83,33,19,31,24884,69
975,银泰黄金,2020/2/27,15:00-9:00,星期四,0,62,14,8,40,33157,69
975,银泰黄金,2020/2/28,15:00-9:00,星期五,0,45,9,8,28,19023,29
975,银泰黄金,2020/2/28,15:00-24:00,星期五,0,39,7,5,27,12901,29
975,银泰黄金,2020/2/28,9:00-15:00,星期五,1,140,31,32,77,35874,94
975,银泰黄金,2020/2/29,0:00-24:00,星期六,0,42,3,6,33,32627,101
975,银泰黄金,2020/3/1,0:00-24:00,星期日,0,28,5,6,17,16269,35
975,银泰黄金,2020/3/2,9:00-15:00,星期一,1,104,23,32,49,31129,52
975,银泰黄金,2020/3/2,0:00-9:00,星期一,0,8,3,0,5,2799,2
975,银泰黄金,2020/3/3,9:00-15:00,星期二,1,39,12,11,16,19335,51
975,银泰黄金,2020/3/3,15:00-9:00,星期二,0,34,12,2,20,14494,17
975,银泰黄金,2020/3/4,9:00-15:00,星期三,1,96,34,10,52,43072,145
975,银泰黄金,2020/3/4,15:00-9:00,星期三,0,67,23,8,36,18328,46
975,银泰黄金,2020/3/5,15:00-9:00,星期四,0,25,7,5,13,15950,36
975,银泰黄金,2020/3/5,9:00-15:00,星期四,1,39,17,4,18,13272,32
975,银泰黄金,2020/3/6,15:00-24:00,星期五,0,41,13,7,21,22337,51
975,银泰黄金,2020/3/6,15:00-9:00,星期五,0,40,16,4,20,23720,73
975,银泰黄金,2020/3/6,9:00-15:00,星期五,1,106,33,21,52,31058,79
975,银泰黄金,2020/3/7,0:00-24:00,星期六,0,21,5,0,16,20157,39
975,银泰黄金,2020/3/8,0:00-24:00,星期日,0,13,3,1,9,12107,24
975,银泰黄金,2020/3/9,0:00-9:00,星期一,0,17,3,1,13,12397,32
975,银泰黄金,2020/3/9,9:00-15:00,星期一,1,214,49,42,123,61801,124
975,银泰黄金,2020/3/10,9:00-15:00,星期二,1,70,20,13,37,22393,44
975,银泰黄金,2020/3/10,15:00-9:00,星期二,0,64,12,12,40,27556,53
975,银泰黄金,2020/3/11,15:00-9:00,星期三,0,31,10,6,15,33547,53
975,银泰黄金,2020/3/11,9:00-15:00,星期三,1,57,16,6,35,21199,52
975,银泰黄金,2020/3/12,15:00-9:00,星期四,0,25,8,4,13,13931,41
975,银泰黄金,2020/3/12,9:00-15:00,星期四,1,84,20,17,47,28607,48
975,银泰黄金,2020/3/13,15:00-9:00,星期五,0,85,14,20,51,26130,53
975,银泰黄金,2020/3/13,15:00-24:00,星期五,0,21,6,4,11,10920,25
975,银泰黄金,2020/3/13,9:00-15:00,星期五,1,77,23,15,39,21878,49
975,银泰黄金,2020/3/14,0:00-24:00,星期六,0,31,6,7,18,23518,81
975,银泰黄金,2020/3/15,0:00-24:00,星期日,0,14,2,2,10,12253,16
975,银泰黄金,2020/3/16,0:00-9:00,星期一,0,6,2,0,4,3736,2
975,银泰黄金,2020/3/16,9:00-15:00,星期一,1,60,20,15,25,19601,40
975,银泰黄金,2020/3/17,15:00-9:00,星期二,0,59,14,13,32,19878,32
975,银泰黄金,2020/3/17,9:00-15:00,星期二,1,43,12,7,24,18742,67
975,银泰黄金,2020/3/18,15:00-9:00,星期三,0,29,10,5,14,11236,36
975,银泰黄金,2020/3/18,9:00-15:00,星期三,1,62,12,24,26,21616,57
975,银泰黄金,2020/3/19,9:00-15:00,星期四,1,48,14,11,23,16203,55
975,银泰黄金,2020/3/19,15:00-9:00,星期四,0,31,2,8,21,13770,33
975,银泰黄金,2020/3/20,15:00-9:00,星期五,0,18,6,4,8,9606,19
975,银泰黄金,2020/3/20,15:00-24:00,星期五,0,48,31,1,16,44668,73
975,银泰黄金,2020/3/20,9:00-15:00,星期五,1,47,16,10,21,16913,63
975,银泰黄金,2020/3/21,0:00-24:00,星期六,0,4,3,0,1,2073,4
975,银泰黄金,2020/3/22,0:00-24:00,星期日,0,5,2,0,3,2367,9
975,银泰黄金,2020/3/23,9:00-15:00,星期一,1,56,19,14,23,15310,43
975,银泰黄金,2020/3/23,0:00-9:00,星期一,0,4,1,0,3,3130,3
975,银泰黄金,2020/3/24,9:00-15:00,星期二,1,118,31,23,64,25054,79
975,银泰黄金,2020/3/24,15:00-9:00,星期二,0,34,6,5,23,13219,35
975,银泰黄金,2020/3/25,9:00-15:00,星期三,1,79,24,18,37,25733,61
975,银泰黄金,2020/3/25,15:00-9:00,星期三,0,49,19,5,25,23081,77
975,银泰黄金,2020/3/26,15:00-9:00,星期四,0,46,20,6,20,16291,35
975,银泰黄金,2020/3/26,9:00-15:00,星期四,1,126,35,24,67,29592,141
975,银泰黄金,2020/3/27,15:00-9:00,星期五,0,34,15,3,16,11375,57
975,银泰黄金,2020/3/27,9:00-15:00,星期五,1,117,39,22,56,23900,71
975,银泰黄金,2020/3/27,15:00-24:00,星期五,0,19,8,2,9,9413,31
975,银泰黄金,2020/3/28,0:00-24:00,星期六,0,14,3,0,11,6339,16
975,银泰黄金,2020/3/29,0:00-24:00,星期日,0,3,1,1,1,2830,22
975,银泰黄金,2020/3/30,0:00-9:00,星期一,0,4,0,0,4,1412,3
975,银泰黄金,2020/3/30,9:00-15:00,星期一,1,56,14,18,24,14315,61
975,银泰黄金,2020/3/31,15:00-9:00,星期二,0,11,5,1,5,7900,7
975,银泰黄金,2020/3/31,9:00-15:00,星期二,1,32,8,4,20,9955,53
975,银泰黄金,2020/4/1,9:00-15:00,星期三,1,58,21,11,26,13484,64
975,银泰黄金,2020/4/1,15:00-9:00,星期三,0,19,8,7,4,6342,27
975,银泰黄金,2020/4/2,15:00-9:00,星期四,0,32,11,4,17,14043,36
975,银泰黄金,2020/4/2,9:00-15:00,星期四,1,59,23,5,31,13393,42
975,银泰黄金,2020/4/3,15:00-9:00,星期五,0,26,6,3,17,9438,30
975,银泰黄金,2020/4/3,9:00-15:00,星期五,1,70,22,9,39,15236,48
975,银泰黄金,2020/4/3,15:00-24:00,星期五,0,12,3,1,8,8246,23
975,银泰黄金,2020/4/4,0:00-24:00,星期六,0,6,3,1,2,2597,9
975,银泰黄金,2020/4/5,0:00-24:00,星期日,0,4,1,1,2,1112,0
975,银泰黄金,2020/4/7,15:00-9:00,星期二,0,27,9,0,18,11563,27
975,银泰黄金,2020/4/7,9:00-15:00,星期二,1,53,15,8,30,14912,67
975,银泰黄金,2020/4/8,9:00-15:00,星期三,1,33,13,7,13,9780,46
975,银泰黄金,2020/4/8,15:00-9:00,星期三,0,19,6,1,12,4369,7
975,银泰黄金,2020/4/9,9:00-15:00,星期四,1,36,7,7,22,8891,57
975,银泰黄金,2020/4/9,15:00-9:00,星期四,0,8,2,0,6,2648,7
975,银泰黄金,2020/4/10,15:00-24:00,星期五,0,22,5,3,14,26792,68
975,银泰黄金,2020/4/10,9:00-15:00,星期五,1,94,36,19,39,16057,97
975,银泰黄金,2020/4/10,15:00-9:00,星期五,0,39,20,3,16,16378,40
975,银泰黄金,2020/4/11,0:00-24:00,星期六,0,8,1,2,5,2752,5
975,银泰黄金,2020/4/12,0:00-24:00,星期日,0,10,6,2,2,4994,11
975,银泰黄金,2020/4/13,9:00-15:00,星期一,1,40,16,6,18,11954,37
975,银泰黄金,2020/4/13,0:00-9:00,星期一,0,1,0,0,1,918,0
975,银泰黄金,2020/4/14,15:00-9:00,星期二,0,68,19,3,46,34870,120
975,银泰黄金,2020/4/14,9:00-15:00,星期二,1,86,23,13,50,19127,65
975,银泰黄金,2020/4/15,9:00-15:00,星期三,1,45,17,9,19,11703,48
975,银泰黄金,2020/4/15,15:00-9:00,星期三,0,23,8,7,8,12590,29
975,银泰黄金,2020/4/16,9:00-15:00,星期四,1,55,22,8,25,10225,23
975,银泰黄金,2020/4/16,15:00-9:00,星期四,0,10,3,1,6,5807,27
975,银泰黄金,2020/4/17,9:00-15:00,星期五,1,56,13,16,27,12268,46
975,银泰黄金,2020/4/17,15:00-9:00,星期五,0,29,9,3,17,11798,28
975,银泰黄金,2020/4/17,15:00-24:00,星期五,0,11,2,3,6,3072,13
975,银泰黄金,2020/4/18,0:00-24:00,星期六,0,10,3,2,5,4471,11
975,银泰黄金,2020/4/19,0:00-24:00,星期日,0,7,0,2,5,2787,4
975,银泰黄金,2020/4/20,9:00-15:00,星期一,1,29,14,6,9,12506,41
975,银泰黄金,2020/4/20,0:00-9:00,星期一,0,5,2,2,1,1149,1
975,银泰黄金,2020/4/21,15:00-9:00,星期二,0,12,7,1,4,4289,3
975,银泰黄金,2020/4/21,9:00-15:00,星期二,1,27,6,5,16,7511,13
975,银泰黄金,2020/4/22,9:00-15:00,星期三,1,33,4,7,22,8539,21
975,银泰黄金,2020/4/22,15:00-9:00,星期三,0,20,5,2,13,8483,46
975,银泰黄金,2020/4/23,15:00-9:00,星期四,0,21,9,4,8,12086,52
975,银泰黄金,2020/4/23,9:00-15:00,星期四,1,38,11,6,21,8757,26
975,银泰黄金,2020/4/24,15:00-9:00,星期五,0,25,6,0,19,8115,16
975,银泰黄金,2020/4/24,15:00-24:00,星期五,0,15,3,0,12,4179,16
975,银泰黄金,2020/4/24,9:00-15:00,星期五,1,61,17,14,30,10853,27
975,银泰黄金,2020/4/25,0:00-24:00,星期六,0,7,1,1,5,3441,1
975,银泰黄金,2020/4/26,0:00-24:00,星期日,0,4,2,0,2,1798,5
975,银泰黄金,2020/4/27,0:00-9:00,星期一,0,1,0,0,1,346,2
975,银泰黄金,2020/4/27,9:00-15:00,星期一,1,43,17,7,19,10365,32
975,银泰黄金,2020/4/28,15:00-9:00,星期二,0,11,4,4,3,3717,7
975,银泰黄金,2020/4/28,9:00-15:00,星期二,1,27,9,6,12,6714,30
975,银泰黄金,2020/4/29,15:00-9:00,星期三,0,11,5,1,5,3286,11
975,银泰黄金,2020/4/29,9:00-15:00,星期三,1,15,9,1,5,4317,18
975,银泰黄金,2020/4/30,9:00-15:00,星期四,1,47,14,14,19,12660,22
975,银泰黄金,2020/4/30,15:00-9:00,星期四,0,27,14,2,11,12122,46
975,银泰黄金,2020/5/1,15:00-9:00,星期五,0,8,4,0,4,3573,5
975,银泰黄金,2020/5/1,15:00-24:00,星期五,0,1,0,0,1,337,1
975,银泰黄金,2020/5/2,0:00-24:00,星期六,0,3,2,0,1,600,1
975,银泰黄金,2020/5/3,0:00-24:00,星期日,0,1,0,0,1,52,0
975,银泰黄金,2020/5/4,9:00-15:00,星期一,1,3,0,0,3,1470,0
975,银泰黄金,2020/5/4,0:00-9:00,星期一,0,1,0,1,0,867,0
975,银泰黄金,2020/5/5,15:00-9:00,星期二,0,3,2,0,1,1041,0
975,银泰黄金,2020/5/5,9:00-15:00,星期二,1,2,0,1,1,1085,3
975,银泰黄金,2020/5/6,15:00-9:00,星期三,0,3,3,0,0,1344,2
975,银泰黄金,2020/5/6,9:00-15:00,星期三,1,63,14,11,38,19015,45
975,银泰黄金,2020/5/7,9:00-15:00,星期四,1,26,6,7,13,7146,8
975,银泰黄金,2020/5/7,15:00-9:00,星期四,0,27,7,2,18,8740,25
975,银泰黄金,2020/5/8,15:00-9:00,星期五,0,15,4,4,7,5097,20
975,银泰黄金,2020/5/8,9:00-15:00,星期五,1,24,7,8,9,6478,16
975,银泰黄金,2020/5/8,15:00-24:00,星期五,0,6,3,1,2,2383,10
975,银泰黄金,2020/5/9,0:00-24:00,星期六,0,2,1,1,0,547,0
975,银泰黄金,2020/5/10,0:00-24:00,星期日,0,6,5,1,0,2863,8
975,银泰黄金,2020/5/11,9:00-15:00,星期一,1,53,15,12,26,17487,34
975,银泰黄金,2020/5/11,0:00-9:00,星期一,0,1,0,0,1,466,2
975,银泰黄金,2020/5/12,15:00-9:00,星期二,0,10,1,2,7,4069,12
975,银泰黄金,2020/5/12,9:00-15:00,星期二,1,26,8,6,12,8447,32
975,银泰黄金,2020/5/13,9:00-15:00,星期三,1,19,4,5,10,4959,7
975,银泰黄金,2020/5/13,15:00-9:00,星期三,0,7,4,1,2,1744,3
975,银泰黄金,2020/5/14,15:00-9:00,星期四,0,13,6,0,7,3379,4
975,银泰黄金,2020/5/14,9:00-15:00,星期四,1,55,13,15,27,12068,43
975,银泰黄金,2020/5/15,15:00-24:00,星期五,0,25,6,4,15,6650,17
975,银泰黄金,2020/5/15,15:00-9:00,星期五,0,24,12,0,12,4680,22
975,银泰黄金,2020/5/15,9:00-15:00,星期五,1,92,25,16,51,15531,51
975,银泰黄金,2020/5/16,0:00-24:00,星期六,0,8,2,0,6,4250,10
975,银泰黄金,2020/5/17,0:00-24:00,星期日,0,2,2,0,0,573,0
975,银泰黄金,2020/5/18,9:00-15:00,星期一,1,60,20,11,29,17622,53
975,银泰黄金,2020/5/18,0:00-9:00,星期一,0,6,2,0,4,2660,7
975,银泰黄金,2020/5/19,9:00-15:00,星期二,1,30,6,7,17,7006,28
975,银泰黄金,2020/5/19,15:00-9:00,星期二,0,31,7,4,20,15960,70
975,银泰黄金,2020/5/20,15:00-9:00,星期三,0,65,16,7,42,54455,262
975,银泰黄金,2020/5/20,9:00-15:00,星期三,1,29,10,5,14,8299,15
975,银泰黄金,2020/5/21,9:00-15:00,星期四,1,28,4,5,19,9515,39
975,银泰黄金,2020/5/21,15:00-9:00,星期四,0,44,20,3,21,21098,48
975,银泰黄金,2020/5/22,15:00-9:00,星期五,0,10,2,1,7,3361,29
975,银泰黄金,2020/5/22,15:00-24:00,星期五,0,3,1,0,2,1028,1
975,银泰黄金,2020/5/22,9:00-15:00,星期五,1,48,8,11,29,12119,33
975,银泰黄金,2020/5/23,0:00-24:00,星期六,0,4,2,1,1,1803,2
975,银泰黄金,2020/5/24,0:00-24:00,星期日,0,2,0,1,1,859,8
975,银泰黄金,2020/5/25,0:00-9:00,星期一,0,2,1,1,0,888,2
975,银泰黄金,2020/5/25,9:00-15:00,星期一,1,18,8,2,8,5875,26
975,银泰黄金,2020/5/26,15:00-9:00,星期二,0,4,1,0,3,959,2
975,银泰黄金,2020/5/26,9:00-15:00,星期二,1,11,3,4,4,3191,24
975,银泰黄金,2020/5/27,9:00-15:00,星期三,1,32,6,4,22,6922,30
975,银泰黄金,2020/5/27,15:00-9:00,星期三,0,6,3,0,3,2093,4
975,银泰黄金,2020/5/28,15:00-9:00,星期四,0,12,1,2,9,3185,8
975,银泰黄金,2020/5/28,9:00-15:00,星期四,1,16,5,3,8,4195,25
975,银泰黄金,2020/5/29,9:00-15:00,星期五,1,12,3,3,6,3080,14
975,银泰黄金,2020/5/29,15:00-24:00,星期五,0,9,4,3,2,2000,1
975,银泰黄金,2020/5/29,15:00-9:00,星期五,0,11,3,2,6,3272,19
975,银泰黄金,2020/5/30,0:00-24:00,星期六,0,4,3,0,1,1207,0
975,银泰黄金,2020/5/31,0:00-24:00,星期日,0,4,2,0,2,836,0
975,银泰黄金,2020/6/1,9:00-15:00,星期一,1,32,15,3,14,7868,23
975,银泰黄金,2020/6/2,9:00-15:00,星期二,1,19,6,2,11,5314,28
975,银泰黄金,2020/6/2,15:00-9:00,星期二,0,8,3,1,4,2887,4
975,银泰黄金,2020/6/3,9:00-15:00,星期三,1,21,7,5,9,5497,39
975,银泰黄金,2020/6/3,15:00-9:00,星期三,0,10,2,3,5,2710,14
975,银泰黄金,2020/6/4,9:00-15:00,星期四,1,20,4,5,11,4715,14
975,银泰黄金,2020/6/4,15:00-9:00,星期四,0,14,0,5,9,2486,25
975,银泰黄金,2020/6/5,15:00-24:00,星期五,0,9,1,3,5,1917,14
975,银泰黄金,2020/6/5,15:00-9:00,星期五,0,7,2,1,4,1182,1
975,银泰黄金,2020/6/5,9:00-15:00,星期五,1,45,10,15,20,8902,48
975,银泰黄金,2020/6/6,0:00-24:00,星期六,0,12,2,4,6,3154,8
975,银泰黄金,2020/6/7,0:00-24:00,星期日,0,5,2,0,3,3043,4
975,银泰黄金,2020/6/8,0:00-9:00,星期一,0,1,1,0,0,303,0
975,银泰黄金,2020/6/8,9:00-15:00,星期一,1,30,11,5,14,7264,35
975,银泰黄金,2020/6/9,15:00-9:00,星期二,0,16,3,3,10,5045,19
975,银泰黄金,2020/6/9,9:00-15:00,星期二,1,77,13,12,52,15196,61
975,银泰黄金,2020/6/10,15:00-9:00,星期三,0,33,9,2,22,9595,46
975,银泰黄金,2020/6/10,9:00-15:00,星期三,1,40,7,9,24,8544,50
975,银泰黄金,2020/6/11,9:00-15:00,星期四,1,37,8,7,22,7984,32
975,银泰黄金,2020/6/11,15:00-9:00,星期四,0,13,7,0,6,3510,25
975,银泰黄金,2020/6/12,15:00-24:00,星期五,0,15,4,0,11,2895,6
975,银泰黄金,2020/6/12,9:00-15:00,星期五,1,37,10,4,23,6764,14
975,银泰黄金,2020/6/12,15:00-9:00,星期五,0,22,6,2,14,3593,23
975,银泰黄金,2020/6/13,0:00-24:00,星期六,0,3,1,0,2,546,0
975,银泰黄金,2020/6/14,0:00-24:00,星期日,0,3,1,0,2,818,0
975,银泰黄金,2020/6/15,0:00-9:00,星期一,0,1,0,0,1,268,0
975,银泰黄金,2020/6/15,9:00-15:00,星期一,1,55,10,12,33,12568,39
975,银泰黄金,2020/6/16,9:00-15:00,星期二,1,29,10,5,14,5447,5
975,银泰黄金,2020/6/16,15:00-9:00,星期二,0,21,6,4,11,4868,17
975,银泰黄金,2020/6/17,9:00-15:00,星期三,1,26,6,3,17,5784,19
975,银泰黄金,2020/6/17,15:00-9:00,星期三,0,9,1,1,7,1707,5
975,银泰黄金,2020/6/18,15:00-9:00,星期四,0,8,3,0,5,2813,13
975,银泰黄金,2020/6/18,9:00-15:00,星期四,1,22,3,5,14,6810,24
975,银泰黄金,2020/6/19,15:00-24:00,星期五,0,8,2,1,5,1055,3
975,银泰黄金,2020/6/19,15:00-9:00,星期五,0,30,9,1,20,12589,55
975,银泰黄金,2020/6/19,9:00-15:00,星期五,1,23,8,3,12,4668,17
975,银泰黄金,2020/6/20,0:00-24:00,星期六,0,6,1,0,5,2126,13
975,银泰黄金,2020/6/21,0:00-24:00,星期日,0,2,2,0,0,396,0
975,银泰黄金,2020/6/22,0:00-9:00,星期一,0,3,2,0,1,1021,0
975,银泰黄金,2020/6/22,9:00-15:00,星期一,1,52,17,9,26,10281,15
975,银泰黄金,2020/6/23,15:00-9:00,星期二,0,16,6,2,8,2857,4
975,银泰黄金,2020/6/23,9:00-15:00,星期二,1,39,6,12,21,8463,29
975,银泰黄金,2020/6/24,15:00-9:00,星期三,0,28,10,5,13,4407,12
975,银泰黄金,2020/6/24,9:00-15:00,星期三,1,43,15,6,22,8143,30
975,银泰黄金,2020/6/25,15:00-9:00,星期四,0,8,2,3,3,1828,14
975,银泰黄金,2020/6/25,9:00-15:00,星期四,1,2,1,1,0,552,0
