观测序号_nobs,Date,Close_Price
76945,2020-08-11,433
76946,2020-08-12,407
76947,2020-08-13,412.5
76948,2020-08-14,416.54
76949,2020-08-17,420.7
76950,2020-08-18,430
76951,2020-08-19,423.88
76952,2020-08-20,415.6
76953,2020-08-21,414.99
76954,2020-08-24,415.71
76955,2020-08-25,413
76956,2020-08-26,412.58
76957,2020-08-27,417.6
76958,2020-08-28,418.18
76959,2020-08-31,419
76960,2020-09-01,423.98
76961,2020-09-02,418.3
76962,2020-09-03,414.5
76963,2020-09-04,414.8
76964,2020-09-07,413.22
76965,2020-09-08,414.5
76966,2020-09-09,414.78
76967,2020-09-10,417.43
76968,2020-09-11,416.29
76969,2020-09-14,415.5
76970,2020-09-15,417.03
76971,2020-09-16,416.46
76972,2020-09-17,413.7
76973,2020-09-18,415.48
76974,2020-09-21,415.27
76975,2020-09-22,405.58
76976,2020-09-23,400.67
76977,2020-09-24,395.29
76978,2020-09-25,400
76979,2020-09-28,399.21
