Scode,Coname,Date,Tpostnum,Pospostnum,Negpostnum,Neupostnum,Readnum,Commentnum
600547,山东黄金,2022-01-23,13,8,0,5,6239,12
600916,中国黄金,2022-01-23,9,4,0,5,2211,11
600988,赤峰黄金,2022-01-23,8,2,0,6,3313,16
601069,西部黄金,2022-01-23,5,0,1,4,1247,0
000975,银泰黄金,2022-01-24,9,3,0,6,3372,14
002155,湖南黄金,2022-01-24,58,24,12,22,13136,89
600489,中金黄金,2022-01-24,86,25,11,50,18276,110
600547,山东黄金,2022-01-24,48,22,5,21,13304,50
600916,中国黄金,2022-01-24,77,25,11,41,11333,91
600988,赤峰黄金,2022-01-24,41,13,7,21,8867,37
601069,西部黄金,2022-01-24,31,3,10,18,5594,21
000975,银泰黄金,2022-01-25,93,42,14,37,16323,72
002155,湖南黄金,2022-01-25,553,191,53,309,132757,1102
600489,中金黄金,2022-01-25,165,60,15,90,37880,196
600547,山东黄金,2022-01-25,107,38,17,52,26498,126
600916,中国黄金,2022-01-25,117,39,8,70,15509,106
600988,赤峰黄金,2022-01-25,143,47,13,83,30631,250
601069,西部黄金,2022-01-25,115,45,9,61,24724,141
000975,银泰黄金,2022-01-26,74,24,12,38,14755,55
002155,湖南黄金,2022-01-26,542,158,56,328,136751,805
600489,中金黄金,2022-01-26,139,42,19,78,29857,141
600547,山东黄金,2022-01-26,69,32,5,32,20624,73
600916,中国黄金,2022-01-26,82,22,6,54,15219,78
600988,赤峰黄金,2022-01-26,88,21,8,59,18888,133
601069,西部黄金,2022-01-26,65,23,11,31,19788,152
000975,银泰黄金,2022-01-27,123,32,28,63,29686,108
002155,湖南黄金,2022-01-27,404,85,73,246,88126,598
600489,中金黄金,2022-01-27,304,83,43,178,69795,618
600547,山东黄金,2022-01-27,163,37,28,98,38141,132
600916,中国黄金,2022-01-27,105,15,24,66,24420,162
600988,赤峰黄金,2022-01-27,203,49,35,119,40887,282
601069,西部黄金,2022-01-27,43,12,9,22,11546,43
000975,银泰黄金,2022-01-28,58,15,8,35,20143,57
002155,湖南黄金,2022-01-28,343,89,56,198,58536,205
600489,中金黄金,2022-01-28,127,31,13,83,34059,174
600547,山东黄金,2022-01-28,65,16,11,38,29442,146
600916,中国黄金,2022-01-28,48,14,8,26,16792,54
600988,赤峰黄金,2022-01-28,164,34,30,100,52927,183
601069,西部黄金,2022-01-28,65,21,11,33,22077,84
000975,银泰黄金,2022-01-29,6,3,1,2,3246,1
002155,湖南黄金,2022-01-29,19,10,0,9,13792,40
600489,中金黄金,2022-01-29,6,0,0,6,3822,10
600547,山东黄金,2022-01-29,11,4,0,7,11064,30
600916,中国黄金,2022-01-29,4,1,0,3,2290,10
600988,赤峰黄金,2022-01-29,15,3,1,11,7008,41
601069,西部黄金,2022-01-29,10,1,3,6,7170,24
002155,湖南黄金,2022-01-30,4,2,1,1,3989,8
600489,中金黄金,2022-01-30,10,1,1,8,9830,11
600547,山东黄金,2022-01-30,4,2,0,2,4491,9
600916,中国黄金,2022-01-30,1,1,0,0,693,5
600988,赤峰黄金,2022-01-30,8,1,0,7,3667,14
000975,银泰黄金,2022-01-31,3,3,0,0,1218,0
002155,湖南黄金,2022-01-31,5,4,0,1,2682,6
600489,中金黄金,2022-01-31,6,2,1,3,3579,9
600547,山东黄金,2022-01-31,4,3,0,1,1658,0
600916,中国黄金,2022-01-31,2,2,0,0,579,0
600988,赤峰黄金,2022-01-31,5,2,0,3,3625,24
601069,西部黄金,2022-01-31,2,1,0,1,954,3
000975,银泰黄金,2022-02-01,3,1,0,2,2043,2
002155,湖南黄金,2022-02-01,3,1,0,2,2630,15
600489,中金黄金,2022-02-01,9,3,1,5,7950,26
600547,山东黄金,2022-02-01,1,1,0,0,890,3
600988,赤峰黄金,2022-02-01,5,3,0,2,4642,24
601069,西部黄金,2022-02-01,1,1,0,0,468,2
002155,湖南黄金,2022-02-02,9,3,1,5,5215,15
600547,山东黄金,2022-02-02,1,0,0,1,1067,8
600916,中国黄金,2022-02-02,2,1,0,1,989,2
600988,赤峰黄金,2022-02-02,8,2,0,6,3521,6
000975,银泰黄金,2022-02-03,1,1,0,0,427,0
002155,湖南黄金,2022-02-03,4,2,0,2,4378,9
600489,中金黄金,2022-02-03,1,0,0,1,514,0
600547,山东黄金,2022-02-03,4,1,1,2,2795,6
600916,中国黄金,2022-02-03,1,0,0,1,3525,1
600988,赤峰黄金,2022-02-03,7,2,1,4,3385,19
601069,西部黄金,2022-02-03,4,0,2,2,1531,4
000975,银泰黄金,2022-02-04,1,1,0,0,931,8
002155,湖南黄金,2022-02-04,4,1,1,2,2563,8
600489,中金黄金,2022-02-04,8,2,2,4,5145,16
600547,山东黄金,2022-02-04,6,2,2,2,4003,3
600916,中国黄金,2022-02-04,1,0,1,0,236,1
600988,赤峰黄金,2022-02-04,7,1,0,6,6840,35
601069,西部黄金,2022-02-04,4,1,2,1,1736,5
002155,湖南黄金,2022-02-05,3,0,0,3,3294,15
600489,中金黄金,2022-02-05,1,0,0,1,23930,152
600547,山东黄金,2022-02-05,4,2,0,2,1812,1
600916,中国黄金,2022-02-05,2,1,0,1,407,0
600988,赤峰黄金,2022-02-05,6,0,2,4,2825,20
000975,银泰黄金,2022-02-06,4,2,0,2,1613,4
002155,湖南黄金,2022-02-06,8,2,1,5,4523,20
600489,中金黄金,2022-02-06,7,2,0,5,3631,14
600547,山东黄金,2022-02-06,6,1,0,5,3546,8
600916,中国黄金,2022-02-06,2,1,0,1,678,6
600988,赤峰黄金,2022-02-06,2,0,0,2,816,8
601069,西部黄金,2022-02-06,7,2,0,5,1719,8
000975,银泰黄金,2022-02-07,13,2,1,10,3254,9
002155,湖南黄金,2022-02-07,118,40,16,62,28467,131
600489,中金黄金,2022-02-07,66,20,9,37,20284,183
600547,山东黄金,2022-02-07,42,19,6,17,15116,79
600916,中国黄金,2022-02-07,34,11,6,17,9854,61
600988,赤峰黄金,2022-02-07,63,21,9,33,18132,136
601069,西部黄金,2022-02-07,14,7,1,6,3043,11
000975,银泰黄金,2022-02-08,15,8,0,7,5386,20
002155,湖南黄金,2022-02-08,80,35,7,38,23808,117
600489,中金黄金,2022-02-08,52,16,4,32,14114,65
600547,山东黄金,2022-02-08,28,9,2,17,8245,32
600916,中国黄金,2022-02-08,68,14,8,46,14199,102
600988,赤峰黄金,2022-02-08,53,16,7,30,19280,153
601069,西部黄金,2022-02-08,27,10,2,15,7151,23
000975,银泰黄金,2022-02-09,13,5,1,7,3703,24
002155,湖南黄金,2022-02-09,67,31,5,31,23923,162
600489,中金黄金,2022-02-09,63,18,12,33,15458,133
600547,山东黄金,2022-02-09,50,21,6,23,13991,30
600916,中国黄金,2022-02-09,102,32,20,50,16027,107
600988,赤峰黄金,2022-02-09,96,40,9,47,18350,95
601069,西部黄金,2022-02-09,24,6,2,16,5745,17
000975,银泰黄金,2022-02-10,28,8,3,17,9162,50
002155,湖南黄金,2022-02-10,103,36,4,63,34577,168
600489,中金黄金,2022-02-10,75,15,12,48,19659,95
600547,山东黄金,2022-02-10,60,15,5,40,17377,116
600916,中国黄金,2022-02-10,228,74,31,123,36091,157
600988,赤峰黄金,2022-02-10,61,30,5,26,18198,88
601069,西部黄金,2022-02-10,30,11,3,16,7460,36
000975,银泰黄金,2022-02-11,16,7,2,7,3888,14
002155,湖南黄金,2022-02-11,94,21,6,67,25436,147
600489,中金黄金,2022-02-11,53,15,14,24,13918,97
600547,山东黄金,2022-02-11,54,22,8,24,14469,31
600916,中国黄金,2022-02-11,91,28,10,53,25629,151
600988,赤峰黄金,2022-02-11,57,22,7,28,20505,130
601069,西部黄金,2022-02-11,66,27,3,36,23984,103
000975,银泰黄金,2022-02-12,7,3,0,4,1864,4
002155,湖南黄金,2022-02-12,44,17,2,25,15567,55
600489,中金黄金,2022-02-12,31,9,6,16,16201,99
600547,山东黄金,2022-02-12,22,8,1,13,9354,30
600916,中国黄金,2022-02-12,20,7,1,12,7055,30
600988,赤峰黄金,2022-02-12,19,6,2,11,8640,65
601069,西部黄金,2022-02-12,21,6,0,15,8553,37
000975,银泰黄金,2022-02-13,4,3,0,1,1465,3
002155,湖南黄金,2022-02-13,44,18,1,25,17086,51
600489,中金黄金,2022-02-13,21,10,2,9,9285,23
600547,山东黄金,2022-02-13,10,3,0,7,5644,16
600916,中国黄金,2022-02-13,7,3,0,4,2651,21
600988,赤峰黄金,2022-02-13,19,6,4,9,5557,13
601069,西部黄金,2022-02-13,11,4,2,5,3526,23
000975,银泰黄金,2022-02-14,42,19,4,19,8595,27
002155,湖南黄金,2022-02-14,181,52,13,116,46413,286
600489,中金黄金,2022-02-14,120,36,19,65,25204,164
600547,山东黄金,2022-02-14,97,34,12,51,24701,108
600916,中国黄金,2022-02-14,74,27,7,40,14301,105
600988,赤峰黄金,2022-02-14,112,35,10,67,26002,200
601069,西部黄金,2022-02-14,134,44,14,76,25925,108
000975,银泰黄金,2022-02-15,67,21,8,38,16278,86
002155,湖南黄金,2022-02-15,236,66,25,145,54690,406
600489,中金黄金,2022-02-15,117,37,17,63,25780,236
600547,山东黄金,2022-02-15,83,36,12,35,19455,68
600916,中国黄金,2022-02-15,74,27,7,40,15084,101
600988,赤峰黄金,2022-02-15,110,32,14,64,21679,158
601069,西部黄金,2022-02-15,124,38,17,69,44310,342
000975,银泰黄金,2022-02-16,34,13,1,20,8730,35
002155,湖南黄金,2022-02-16,219,55,27,137,48712,326
600489,中金黄金,2022-02-16,102,36,9,57,22501,146
600547,山东黄金,2022-02-16,116,34,25,57,25903,136
600916,中国黄金,2022-02-16,59,27,8,24,10300,80
600988,赤峰黄金,2022-02-16,92,36,9,47,21776,200
601069,西部黄金,2022-02-16,119,26,21,72,25944,144
000975,银泰黄金,2022-02-17,42,15,4,23,10484,32
002155,湖南黄金,2022-02-17,532,185,52,295,130254,927
600489,中金黄金,2022-02-17,178,71,22,85,37791,232
600547,山东黄金,2022-02-17,165,58,20,87,36037,149
600916,中国黄金,2022-02-17,68,20,16,32,16736,108
600988,赤峰黄金,2022-02-17,185,65,16,104,35557,235
601069,西部黄金,2022-02-17,292,105,30,157,54143,361
000975,银泰黄金,2022-02-18,34,17,4,13,8848,22
002155,湖南黄金,2022-02-18,407,131,43,233,130586,497
600489,中金黄金,2022-02-18,113,35,12,66,33732,202
600547,山东黄金,2022-02-18,128,37,17,74,31433,98
600916,中国黄金,2022-02-18,64,23,4,37,14744,60
600988,赤峰黄金,2022-02-18,146,42,5,99,32287,168
601069,西部黄金,2022-02-18,158,48,12,98,32851,163
000975,银泰黄金,2022-02-19,4,2,0,2,2180,6
002155,湖南黄金,2022-02-19,40,12,2,26,21948,90
600489,中金黄金,2022-02-19,15,6,2,7,8641,70
600547,山东黄金,2022-02-19,10,3,1,6,6775,30
600916,中国黄金,2022-02-19,8,3,0,5,2609,15
600988,赤峰黄金,2022-02-19,15,6,0,9,7362,34
601069,西部黄金,2022-02-19,23,6,5,12,8712,53
000975,银泰黄金,2022-02-20,4,3,0,1,1789,1
002155,湖南黄金,2022-02-20,38,14,6,18,15480,75
600489,中金黄金,2022-02-20,10,2,0,8,5620,40
600547,山东黄金,2022-02-20,13,10,0,3,7155,11
600916,中国黄金,2022-02-20,8,5,0,3,3543,34
600988,赤峰黄金,2022-02-20,11,3,0,8,5082,30
601069,西部黄金,2022-02-20,26,7,3,16,8046,23
000975,银泰黄金,2022-02-21,11,4,0,7,4753,23
002155,湖南黄金,2022-02-21,197,61,17,119,57797,303
600489,中金黄金,2022-02-21,81,24,16,41,18729,83
600547,山东黄金,2022-02-21,61,21,9,31,14605,60
600916,中国黄金,2022-02-21,40,7,6,27,9560,68
600988,赤峰黄金,2022-02-21,98,25,9,64,21047,121
601069,西部黄金,2022-02-21,81,26,11,44,15711,69
000975,银泰黄金,2022-02-22,69,23,8,38,19033,91
002155,湖南黄金,2022-02-22,431,120,52,259,111078,592
600489,中金黄金,2022-02-22,193,67,19,107,47314,283
600547,山东黄金,2022-02-22,141,39,15,87,33048,120
600916,中国黄金,2022-02-22,112,30,9,73,21828,147
600988,赤峰黄金,2022-02-22,168,59,19,90,34965,199
601069,西部黄金,2022-02-22,281,81,34,166,65590,378
000975,银泰黄金,2022-02-23,40,15,2,23,9034,38
002155,湖南黄金,2022-02-23,274,78,40,156,67094,425
600489,中金黄金,2022-02-23,147,37,20,90,31783,196
600547,山东黄金,2022-02-23,87,23,10,54,21423,94
600916,中国黄金,2022-02-23,70,20,10,40,11977,62
600988,赤峰黄金,2022-02-23,144,33,20,91,29959,161
601069,西部黄金,2022-02-23,153,41,14,98,63834,329
000975,银泰黄金,2022-02-24,166,55,17,94,41666,174
002155,湖南黄金,2022-02-24,865,267,97,501,195036,1254
600489,中金黄金,2022-02-24,314,128,39,147,73154,425
600547,山东黄金,2022-02-24,314,112,33,169,77940,327
600916,中国黄金,2022-02-24,240,94,28,118,52283,363
600988,赤峰黄金,2022-02-24,454,151,48,255,98866,710
601069,西部黄金,2022-02-24,444,165,45,234,129323,668
000975,银泰黄金,2022-02-25,114,34,8,72,29736,147
002155,湖南黄金,2022-02-25,549,161,72,316,129326,595
600489,中金黄金,2022-02-25,225,51,28,146,68990,323
600547,山东黄金,2022-02-25,256,63,33,160,55983,214
600916,中国黄金,2022-02-25,130,26,16,88,33046,115
600988,赤峰黄金,2022-02-25,242,74,26,142,66779,344
601069,西部黄金,2022-02-25,546,180,54,312,167796,1084
000975,银泰黄金,2022-02-26,9,3,1,5,4290,9
002155,湖南黄金,2022-02-26,90,26,5,59,42495,184
600489,中金黄金,2022-02-26,31,8,4,19,16190,62
600547,山东黄金,2022-02-26,33,7,3,23,16067,43
600916,中国黄金,2022-02-26,14,4,2,8,6296,30
600988,赤峰黄金,2022-02-26,35,8,1,26,14674,52
601069,西部黄金,2022-02-26,70,21,9,40,57428,301
000975,银泰黄金,2022-02-27,16,6,0,10,6320,18
002155,湖南黄金,2022-02-27,87,26,10,51,115620,578
600489,中金黄金,2022-02-27,55,16,4,35,26582,132
600547,山东黄金,2022-02-27,54,20,11,23,28391,88
600916,中国黄金,2022-02-27,19,11,1,7,9900,29
600988,赤峰黄金,2022-02-27,26,12,4,10,13025,85
601069,西部黄金,2022-02-27,109,26,8,75,53476,358
000975,银泰黄金,2022-02-28,79,32,11,36,18587,65
002155,湖南黄金,2022-02-28,369,133,36,200,89221,494
600489,中金黄金,2022-02-28,188,59,22,107,42747,254
600547,山东黄金,2022-02-28,197,67,28,102,36123,112
600916,中国黄金,2022-02-28,148,47,16,85,23012,101
600988,赤峰黄金,2022-02-28,161,55,20,86,40105,207
601069,西部黄金,2022-02-28,511,164,41,306,123337,837
000975,银泰黄金,2022-03-01,60,18,9,33,15591,63
002155,湖南黄金,2022-03-01,285,89,38,158,60881,278
600489,中金黄金,2022-03-01,108,41,12,55,31176,186
600547,山东黄金,2022-03-01,147,52,21,74,33129,98
600916,中国黄金,2022-03-01,85,24,15,46,15032,78
600988,赤峰黄金,2022-03-01,121,42,13,66,34263,235
601069,西部黄金,2022-03-01,271,109,25,137,57904,342
000975,银泰黄金,2022-03-02,53,22,1,30,15805,53
002155,湖南黄金,2022-03-02,298,97,45,156,91568,453
600489,中金黄金,2022-03-02,178,49,27,102,44991,284
600547,山东黄金,2022-03-02,155,57,15,83,48231,129
600916,中国黄金,2022-03-02,113,37,7,69,22526,140
600988,赤峰黄金,2022-03-02,192,68,24,100,62420,402
601069,西部黄金,2022-03-02,351,136,35,180,140213,374
000975,银泰黄金,2022-03-03,34,13,5,16,15652,44
002155,湖南黄金,2022-03-03,176,49,22,105,41467,227
600489,中金黄金,2022-03-03,137,50,21,66,34822,165
600547,山东黄金,2022-03-03,74,25,14,35,19745,60
600916,中国黄金,2022-03-03,86,14,13,59,18618,108
600988,赤峰黄金,2022-03-03,81,28,8,45,22152,115
601069,西部黄金,2022-03-03,246,75,26,145,64600,399
000975,银泰黄金,2022-03-04,22,7,3,12,7435,30
002155,湖南黄金,2022-03-04,198,47,32,119,58066,310
600489,中金黄金,2022-03-04,125,40,24,61,43412,226
600547,山东黄金,2022-03-04,88,24,12,52,32887,252
600916,中国黄金,2022-03-04,94,25,13,56,17894,76
600988,赤峰黄金,2022-03-04,105,42,12,51,30172,160
601069,西部黄金,2022-03-04,285,70,44,171,56857,320
000975,银泰黄金,2022-03-05,11,4,2,5,6092,21
002155,湖南黄金,2022-03-05,42,8,5,29,24641,104
600489,中金黄金,2022-03-05,27,11,0,16,16911,82
600547,山东黄金,2022-03-05,38,11,3,24,32050,119
600916,中国黄金,2022-03-05,15,5,0,10,12424,50
600988,赤峰黄金,2022-03-05,36,11,3,22,15856,49
601069,西部黄金,2022-03-05,40,15,5,20,18486,132
000975,银泰黄金,2022-03-06,3,2,0,1,1055,1
002155,湖南黄金,2022-03-06,28,9,2,17,11821,49
600489,中金黄金,2022-03-06,27,15,2,10,11063,44
600547,山东黄金,2022-03-06,14,7,0,7,6589,22
600916,中国黄金,2022-03-06,15,7,1,7,5024,15
600988,赤峰黄金,2022-03-06,29,13,1,15,12049,57
601069,西部黄金,2022-03-06,38,10,2,26,10184,67
000975,银泰黄金,2022-03-07,68,20,6,42,18638,78
002155,湖南黄金,2022-03-07,205,71,25,109,53346,248
600489,中金黄金,2022-03-07,258,73,35,150,55152,272
600547,山东黄金,2022-03-07,166,58,19,89,47757,205
600916,中国黄金,2022-03-07,73,23,7,43,13947,103
600988,赤峰黄金,2022-03-07,302,108,28,166,78008,374
601069,西部黄金,2022-03-07,246,72,38,136,48510,376
000975,银泰黄金,2022-03-08,43,16,6,21,9956,32
002155,湖南黄金,2022-03-08,257,96,24,137,58320,299
600489,中金黄金,2022-03-08,250,81,30,139,59099,400
600547,山东黄金,2022-03-08,127,49,5,73,34965,180
600916,中国黄金,2022-03-08,129,23,21,85,22707,143
600988,赤峰黄金,2022-03-08,228,99,16,113,47934,270
601069,西部黄金,2022-03-08,298,101,25,172,72664,502
000975,银泰黄金,2022-03-09,107,26,13,68,28069,92
002155,湖南黄金,2022-03-09,314,97,41,176,67449,371
600489,中金黄金,2022-03-09,298,77,34,187,61628,400
600547,山东黄金,2022-03-09,222,77,20,125,68877,265
600916,中国黄金,2022-03-09,108,26,12,70,18727,113
600988,赤峰黄金,2022-03-09,274,104,36,134,64442,357
601069,西部黄金,2022-03-09,312,102,45,165,62524,401
000975,银泰黄金,2022-03-10,52,14,7,31,15516,26
002155,湖南黄金,2022-03-10,208,61,18,129,51426,281
