Scode,Coname,Date,Time,Weektime,Tradetm_dum,Tpostnum,Pospostnum,Negpostnum,Neupostnum,Readnum,Commentnum
600988,赤峰黄金,2022-03-04,9:00-15:00,星期五,1,74,30,10,34,17149,99
601069,西部黄金,2022-03-04,9:00-15:00,星期五,1,209,45,38,126,35179,163
000975,银泰黄金,2022-03-05,0:00-24:00,星期六,0,11,4,2,5,6092,21
002155,湖南黄金,2022-03-05,0:00-24:00,星期六,0,42,8,5,29,24641,104
600489,中金黄金,2022-03-05,0:00-24:00,星期六,0,27,11,0,16,16911,82
600547,山东黄金,2022-03-05,0:00-24:00,星期六,0,38,11,3,24,32050,119
600916,中国黄金,2022-03-05,0:00-24:00,星期六,0,15,5,0,10,12424,50
600988,赤峰黄金,2022-03-05,0:00-24:00,星期六,0,36,11,3,22,15856,49
601069,西部黄金,2022-03-05,0:00-24:00,星期六,0,40,15,5,20,18486,132
000975,银泰黄金,2022-03-06,0:00-24:00,星期日,0,3,2,0,1,1055,1
002155,湖南黄金,2022-03-06,0:00-24:00,星期日,0,28,9,2,17,11821,49
600489,中金黄金,2022-03-06,0:00-24:00,星期日,0,27,15,2,10,11063,44
600547,山东黄金,2022-03-06,0:00-24:00,星期日,0,14,7,0,7,6589,22
600916,中国黄金,2022-03-06,0:00-24:00,星期日,0,15,7,1,7,5024,15
600988,赤峰黄金,2022-03-06,0:00-24:00,星期日,0,29,13,1,15,12049,57
601069,西部黄金,2022-03-06,0:00-24:00,星期日,0,38,10,2,26,10184,67
000975,银泰黄金,2022-03-07,0:00-9:00,星期一,0,7,0,0,7,1583,0
002155,湖南黄金,2022-03-07,0:00-9:00,星期一,0,32,11,2,19,6020,26
600489,中金黄金,2022-03-07,0:00-9:00,星期一,0,25,9,4,12,5393,37
600547,山东黄金,2022-03-07,0:00-9:00,星期一,0,17,3,3,11,4384,28
600916,中国黄金,2022-03-07,0:00-9:00,星期一,0,3,2,1,0,658,5
600988,赤峰黄金,2022-03-07,0:00-9:00,星期一,0,18,7,0,11,12397,34
601069,西部黄金,2022-03-07,0:00-9:00,星期一,0,28,9,6,13,5029,31
000975,银泰黄金,2022-03-07,9:00-15:00,星期一,1,48,17,5,26,11614,56
002155,湖南黄金,2022-03-07,9:00-15:00,星期一,1,124,44,18,62,28825,145
600489,中金黄金,2022-03-07,9:00-15:00,星期一,1,189,55,25,109,34896,164
600547,山东黄金,2022-03-07,9:00-15:00,星期一,1,112,43,14,55,28346,131
600916,中国黄金,2022-03-07,9:00-15:00,星期一,1,50,17,5,28,8404,65
600988,赤峰黄金,2022-03-07,9:00-15:00,星期一,1,219,69,27,123,43654,256
601069,西部黄金,2022-03-07,9:00-15:00,星期一,1,153,41,21,91,24197,146
000975,银泰黄金,2022-03-08,15:00-9:00,星期二,0,17,7,1,9,6543,24
002155,湖南黄金,2022-03-08,15:00-9:00,星期二,0,61,21,6,34,23531,92
600489,中金黄金,2022-03-08,15:00-9:00,星期二,0,58,17,6,35,19409,87
600547,山东黄金,2022-03-08,15:00-9:00,星期二,0,48,17,2,29,18257,61
600916,中国黄金,2022-03-08,15:00-9:00,星期二,0,24,4,2,18,8336,63
600988,赤峰黄金,2022-03-08,15:00-9:00,星期二,0,94,44,3,47,31257,121
601069,西部黄金,2022-03-08,15:00-9:00,星期二,0,77,26,12,39,22384,212
000975,银泰黄金,2022-03-08,9:00-15:00,星期二,1,20,3,5,12,4649,17
002155,湖南黄金,2022-03-08,9:00-15:00,星期二,1,182,72,17,93,35497,207
600489,中金黄金,2022-03-08,9:00-15:00,星期二,1,174,57,22,95,31124,237
600547,山东黄金,2022-03-08,9:00-15:00,星期二,1,67,26,4,37,18552,96
600916,中国黄金,2022-03-08,9:00-15:00,星期二,1,91,19,17,55,13340,80
600988,赤峰黄金,2022-03-08,9:00-15:00,星期二,1,135,58,11,66,23829,151
601069,西部黄金,2022-03-08,9:00-15:00,星期二,1,147,43,18,86,20590,164
000975,银泰黄金,2022-03-09,15:00-9:00,星期三,0,31,14,1,16,7438,21
002155,湖南黄金,2022-03-09,15:00-9:00,星期三,0,91,27,8,56,24977,94
600489,中金黄金,2022-03-09,15:00-9:00,星期三,0,84,19,8,57,28678,173
600547,山东黄金,2022-03-09,15:00-9:00,星期三,0,62,23,2,37,16172,81
600916,中国黄金,2022-03-09,15:00-9:00,星期三,0,40,6,4,30,7156,38
600988,赤峰黄金,2022-03-09,15:00-9:00,星期三,0,91,39,4,48,26842,158
601069,西部黄金,2022-03-09,15:00-9:00,星期三,0,169,64,8,97,57575,354
000975,银泰黄金,2022-03-09,9:00-15:00,星期三,1,73,15,10,48,17681,45
002155,湖南黄金,2022-03-09,9:00-15:00,星期三,1,201,69,30,102,32386,136
600489,中金黄金,2022-03-09,9:00-15:00,星期三,1,223,59,28,136,37842,239
600547,山东黄金,2022-03-09,9:00-15:00,星期三,1,139,53,14,72,42737,127
600916,中国黄金,2022-03-09,9:00-15:00,星期三,1,76,21,10,45,12887,82
600988,赤峰黄金,2022-03-09,9:00-15:00,星期三,1,174,72,23,79,28789,129
601069,西部黄金,2022-03-09,9:00-15:00,星期三,1,199,71,30,98,35620,231
000975,银泰黄金,2022-03-10,15:00-9:00,星期四,0,29,9,3,17,9028,40
002155,湖南黄金,2022-03-10,15:00-9:00,星期四,0,109,24,12,73,34875,253
600489,中金黄金,2022-03-10,15:00-9:00,星期四,0,75,22,10,43,24507,162
600547,山东黄金,2022-03-10,15:00-9:00,星期四,0,89,23,10,56,27019,132
600916,中国黄金,2022-03-10,15:00-9:00,星期四,0,34,6,1,27,5978,33
600988,赤峰黄金,2022-03-10,15:00-9:00,星期四,0,92,27,14,51,28405,191
601069,西部黄金,2022-03-10,15:00-9:00,星期四,0,117,29,18,70,25909,187
000975,银泰黄金,2022-03-10,9:00-15:00,星期四,1,35,7,7,21,8668,17
002155,湖南黄金,2022-03-10,9:00-15:00,星期四,1,145,42,13,90,30267,149
600489,中金黄金,2022-03-10,9:00-15:00,星期四,1,101,27,19,55,25236,170
600547,山东黄金,2022-03-10,9:00-15:00,星期四,1,84,25,16,43,20627,93
600916,中国黄金,2022-03-10,9:00-15:00,星期四,1,93,18,15,60,12911,73
600988,赤峰黄金,2022-03-10,9:00-15:00,星期四,1,117,39,15,63,23242,153
601069,西部黄金,2022-03-10,9:00-15:00,星期四,1,162,58,26,78,28911,179
000975,银泰黄金,2022-03-11,15:00-24:00,星期五,0,1,0,1,0,247,0
002155,湖南黄金,2022-03-11,15:00-24:00,星期五,0,32,5,4,23,12054,45
600489,中金黄金,2022-03-11,15:00-24:00,星期五,0,31,8,2,21,15932,107
600547,山东黄金,2022-03-11,15:00-24:00,星期五,0,14,7,3,4,9786,37
600916,中国黄金,2022-03-11,15:00-24:00,星期五,0,16,3,4,9,4158,30
600988,赤峰黄金,2022-03-11,15:00-24:00,星期五,0,23,4,1,18,10825,46
601069,西部黄金,2022-03-11,15:00-24:00,星期五,0,45,8,4,33,13970,103
000975,银泰黄金,2022-03-11,15:00-9:00,星期五,0,13,4,0,9,6257,11
002155,湖南黄金,2022-03-11,15:00-9:00,星期五,0,55,18,2,35,19374,111
600489,中金黄金,2022-03-11,15:00-9:00,星期五,0,24,4,1,19,7931,37
600547,山东黄金,2022-03-11,15:00-9:00,星期五,0,44,16,5,23,18054,64
600916,中国黄金,2022-03-11,15:00-9:00,星期五,0,30,10,3,17,9173,62
600988,赤峰黄金,2022-03-11,15:00-9:00,星期五,0,44,13,2,29,12690,110
601069,西部黄金,2022-03-11,15:00-9:00,星期五,0,52,16,2,34,11571,61
000975,银泰黄金,2022-03-11,9:00-15:00,星期五,1,25,8,3,14,8704,26
002155,湖南黄金,2022-03-11,9:00-15:00,星期五,1,110,35,18,57,38707,227
600489,中金黄金,2022-03-11,9:00-15:00,星期五,1,104,26,19,59,25326,118
600547,山东黄金,2022-03-11,9:00-15:00,星期五,1,62,11,13,38,17254,50
600916,中国黄金,2022-03-11,9:00-15:00,星期五,1,72,15,13,44,12174,51
600988,赤峰黄金,2022-03-11,9:00-15:00,星期五,1,91,26,9,56,21762,113
601069,西部黄金,2022-03-11,9:00-15:00,星期五,1,117,24,12,81,18733,89
000975,银泰黄金,2022-03-12,0:00-24:00,星期六,0,5,2,0,3,2513,4
002155,湖南黄金,2022-03-12,0:00-24:00,星期六,0,20,5,2,13,11864,37
600489,中金黄金,2022-03-12,0:00-24:00,星期六,0,13,4,2,7,8177,68
600547,山东黄金,2022-03-12,0:00-24:00,星期六,0,7,5,0,2,3532,9
600916,中国黄金,2022-03-12,0:00-24:00,星期六,0,17,3,3,11,4737,16
600988,赤峰黄金,2022-03-12,0:00-24:00,星期六,0,18,2,4,12,13274,103
601069,西部黄金,2022-03-12,0:00-24:00,星期六,0,41,8,4,29,14705,76
000975,银泰黄金,2022-03-13,0:00-24:00,星期日,0,3,1,0,2,1138,0
002155,湖南黄金,2022-03-13,0:00-24:00,星期日,0,30,8,3,19,15278,43
600489,中金黄金,2022-03-13,0:00-24:00,星期日,0,14,5,1,8,7279,25
600547,山东黄金,2022-03-13,0:00-24:00,星期日,0,19,5,1,13,7767,33
600916,中国黄金,2022-03-13,0:00-24:00,星期日,0,21,7,3,11,6333,34
600988,赤峰黄金,2022-03-13,0:00-24:00,星期日,0,21,7,3,11,11170,61
601069,西部黄金,2022-03-13,0:00-24:00,星期日,0,35,11,3,21,22623,109
000975,银泰黄金,2022-03-14,0:00-9:00,星期一,0,6,0,1,5,1949,2
002155,湖南黄金,2022-03-14,0:00-9:00,星期一,0,11,4,1,6,3290,9
600489,中金黄金,2022-03-14,0:00-9:00,星期一,0,7,0,2,5,1490,2
600547,山东黄金,2022-03-14,0:00-9:00,星期一,0,2,1,0,1,892,3
600916,中国黄金,2022-03-14,0:00-9:00,星期一,0,1,0,0,1,1888,5
600988,赤峰黄金,2022-03-14,0:00-9:00,星期一,0,5,1,0,4,1264,7
601069,西部黄金,2022-03-14,0:00-9:00,星期一,0,7,1,2,4,1395,7
000975,银泰黄金,2022-03-14,9:00-15:00,星期一,1,12,3,1,8,3917,9
002155,湖南黄金,2022-03-14,9:00-15:00,星期一,1,82,27,13,42,25228,170
600489,中金黄金,2022-03-14,9:00-15:00,星期一,1,67,12,9,46,16443,64
600547,山东黄金,2022-03-14,9:00-15:00,星期一,1,41,18,2,21,8794,21
600916,中国黄金,2022-03-14,9:00-15:00,星期一,1,60,14,9,37,10999,39
600988,赤峰黄金,2022-03-14,9:00-15:00,星期一,1,139,55,9,75,34540,147
601069,西部黄金,2022-03-14,9:00-15:00,星期一,1,116,32,16,68,18326,111
000975,银泰黄金,2022-03-15,15:00-9:00,星期二,0,7,3,0,4,2304,8
002155,湖南黄金,2022-03-15,15:00-9:00,星期二,0,40,10,4,26,14592,98
600489,中金黄金,2022-03-15,15:00-9:00,星期二,0,30,12,1,17,10103,58
600547,山东黄金,2022-03-15,15:00-9:00,星期二,0,21,2,5,14,12212,50
600916,中国黄金,2022-03-15,15:00-9:00,星期二,0,19,3,2,14,5789,48
600988,赤峰黄金,2022-03-15,15:00-9:00,星期二,0,40,9,5,26,17478,118
601069,西部黄金,2022-03-15,15:00-9:00,星期二,0,44,14,2,28,15859,130
000975,银泰黄金,2022-03-15,9:00-15:00,星期二,1,50,16,7,27,12874,53
002155,湖南黄金,2022-03-15,9:00-15:00,星期二,1,97,26,18,53,19875,83
600489,中金黄金,2022-03-15,9:00-15:00,星期二,1,171,36,37,98,32981,216
600547,山东黄金,2022-03-15,9:00-15:00,星期二,1,92,17,12,63,20748,108
600916,中国黄金,2022-03-15,9:00-15:00,星期二,1,121,27,21,73,18332,121
600988,赤峰黄金,2022-03-15,9:00-15:00,星期二,1,100,21,25,54,21215,150
601069,西部黄金,2022-03-15,9:00-15:00,星期二,1,95,23,15,57,17795,106
000975,银泰黄金,2022-03-16,15:00-9:00,星期三,0,18,6,4,8,5497,17
002155,湖南黄金,2022-03-16,15:00-9:00,星期三,0,49,11,5,33,24517,120
600489,中金黄金,2022-03-16,15:00-9:00,星期三,0,96,11,24,61,26644,107
600547,山东黄金,2022-03-16,15:00-9:00,星期三,0,33,8,4,21,11284,43
600916,中国黄金,2022-03-16,15:00-9:00,星期三,0,39,6,5,28,8456,33
600988,赤峰黄金,2022-03-16,15:00-9:00,星期三,0,79,10,6,63,18637,99
601069,西部黄金,2022-03-16,15:00-9:00,星期三,0,44,15,8,21,17052,95
000975,银泰黄金,2022-03-16,9:00-15:00,星期三,1,29,4,5,20,16072,39
002155,湖南黄金,2022-03-16,9:00-15:00,星期三,1,92,26,16,50,53749,94
600489,中金黄金,2022-03-16,9:00-15:00,星期三,1,167,40,25,102,116322,248
600547,山东黄金,2022-03-16,9:00-15:00,星期三,1,123,38,22,63,81872,82
600916,中国黄金,2022-03-16,9:00-15:00,星期三,1,142,35,25,82,72323,125
600988,赤峰黄金,2022-03-16,9:00-15:00,星期三,1,78,29,12,37,57922,120
601069,西部黄金,2022-03-16,9:00-15:00,星期三,1,61,23,7,31,36592,36
000975,银泰黄金,2022-03-17,15:00-9:00,星期四,0,11,3,3,5,4223,7
002155,湖南黄金,2022-03-17,15:00-9:00,星期四,0,32,10,1,21,24409,131
600489,中金黄金,2022-03-17,15:00-9:00,星期四,0,37,10,2,25,11668,93
600547,山东黄金,2022-03-17,15:00-9:00,星期四,0,27,7,2,18,12551,63
600916,中国黄金,2022-03-17,15:00-9:00,星期四,0,37,11,4,22,9429,64
600988,赤峰黄金,2022-03-17,15:00-9:00,星期四,0,42,13,4,25,25210,121
601069,西部黄金,2022-03-17,15:00-9:00,星期四,0,41,15,3,23,9148,42
000975,银泰黄金,2022-03-17,9:00-15:00,星期四,1,21,5,3,13,5243,8
002155,湖南黄金,2022-03-17,9:00-15:00,星期四,1,37,12,3,22,10195,60
600489,中金黄金,2022-03-17,9:00-15:00,星期四,1,70,15,3,52,16960,112
600547,山东黄金,2022-03-17,9:00-15:00,星期四,1,99,23,11,65,18088,61
600916,中国黄金,2022-03-17,9:00-15:00,星期四,1,33,6,2,25,8936,50
600988,赤峰黄金,2022-03-17,9:00-15:00,星期四,1,53,17,9,27,17879,145
601069,西部黄金,2022-03-17,9:00-15:00,星期四,1,37,15,2,20,7222,33
000975,银泰黄金,2022-03-18,15:00-24:00,星期五,0,1,0,0,1,341,1
002155,湖南黄金,2022-03-18,15:00-24:00,星期五,0,11,1,1,9,11183,62
600489,中金黄金,2022-03-18,15:00-24:00,星期五,0,9,4,0,5,6243,47
600547,山东黄金,2022-03-18,15:00-24:00,星期五,0,23,8,5,10,11993,56
600916,中国黄金,2022-03-18,15:00-24:00,星期五,0,6,1,0,5,3057,12
600988,赤峰黄金,2022-03-18,15:00-24:00,星期五,0,9,4,1,4,10306,79
601069,西部黄金,2022-03-18,15:00-24:00,星期五,0,12,7,0,5,5701,30
000975,银泰黄金,2022-03-18,15:00-9:00,星期五,0,33,7,7,19,10202,22
002155,湖南黄金,2022-03-18,15:00-9:00,星期五,0,17,6,2,9,10753,56
600489,中金黄金,2022-03-18,15:00-9:00,星期五,0,27,8,1,18,11711,113
600547,山东黄金,2022-03-18,15:00-9:00,星期五,0,38,16,4,18,20046,107
600916,中国黄金,2022-03-18,15:00-9:00,星期五,0,8,3,0,5,4467,20
600988,赤峰黄金,2022-03-18,15:00-9:00,星期五,0,27,8,1,18,8831,28
601069,西部黄金,2022-03-18,15:00-9:00,星期五,0,15,7,0,8,4552,17
000975,银泰黄金,2022-03-18,9:00-15:00,星期五,1,16,3,3,10,6992,25
002155,湖南黄金,2022-03-18,9:00-15:00,星期五,1,39,11,5,23,17283,95
600489,中金黄金,2022-03-18,9:00-15:00,星期五,1,82,19,12,51,24204,144
600547,山东黄金,2022-03-18,9:00-15:00,星期五,1,85,24,13,48,27833,121
600916,中国黄金,2022-03-18,9:00-15:00,星期五,1,35,9,5,21,11646,25
600988,赤峰黄金,2022-03-18,9:00-15:00,星期五,1,43,15,3,25,15699,97
601069,西部黄金,2022-03-18,9:00-15:00,星期五,1,34,8,4,22,8545,56
000975,银泰黄金,2022-03-19,0:00-24:00,星期六,0,2,2,0,0,1155,1
002155,湖南黄金,2022-03-19,0:00-24:00,星期六,0,4,1,1,2,3751,28
600489,中金黄金,2022-03-19,0:00-24:00,星期六,0,8,2,3,3,7657,34
600547,山东黄金,2022-03-19,0:00-24:00,星期六,0,11,3,1,7,6844,20
600916,中国黄金,2022-03-19,0:00-24:00,星期六,0,3,0,0,3,1517,20
600988,赤峰黄金,2022-03-19,0:00-24:00,星期六,0,15,5,0,10,10837,55
601069,西部黄金,2022-03-19,0:00-24:00,星期六,0,11,2,1,8,4111,15
000975,银泰黄金,2022-03-20,0:00-24:00,星期日,0,3,1,0,2,1934,3
002155,湖南黄金,2022-03-20,0:00-24:00,星期日,0,5,1,0,4,2562,8
600489,中金黄金,2022-03-20,0:00-24:00,星期日,0,12,0,2,10,6376,21
600547,山东黄金,2022-03-20,0:00-24:00,星期日,0,15,6,2,7,9017,32
600916,中国黄金,2022-03-20,0:00-24:00,星期日,0,5,0,2,3,2220,6
600988,赤峰黄金,2022-03-20,0:00-24:00,星期日,0,13,5,0,8,7672,30
601069,西部黄金,2022-03-20,0:00-24:00,星期日,0,9,5,0,4,2975,12
000975,银泰黄金,2022-03-21,0:00-9:00,星期一,0,2,1,0,1,1287,2
002155,湖南黄金,2022-03-21,0:00-9:00,星期一,0,4,1,0,3,3612,10
600489,中金黄金,2022-03-21,0:00-9:00,星期一,0,5,2,0,3,1090,3
600547,山东黄金,2022-03-21,0:00-9:00,星期一,0,3,1,0,2,1053,2
600988,赤峰黄金,2022-03-21,0:00-9:00,星期一,0,1,0,0,1,607,2
601069,西部黄金,2022-03-21,0:00-9:00,星期一,0,4,1,1,2,1829,7
000975,银泰黄金,2022-03-21,9:00-15:00,星期一,1,14,8,2,4,6164,18
002155,湖南黄金,2022-03-21,9:00-15:00,星期一,1,44,15,3,26,11744,41
600489,中金黄金,2022-03-21,9:00-15:00,星期一,1,54,21,2,31,16340,81
600547,山东黄金,2022-03-21,9:00-15:00,星期一,1,45,11,5,29,13467,69
600916,中国黄金,2022-03-21,9:00-15:00,星期一,1,17,9,0,8,5357,22
600988,赤峰黄金,2022-03-21,9:00-15:00,星期一,1,29,7,5,17,7877,22
601069,西部黄金,2022-03-21,9:00-15:00,星期一,1,69,25,13,31,14195,85
000975,银泰黄金,2022-03-22,15:00-9:00,星期二,0,5,2,0,3,1941,3
002155,湖南黄金,2022-03-22,15:00-9:00,星期二,0,69,41,2,26,29778,169
600489,中金黄金,2022-03-22,15:00-9:00,星期二,0,16,4,2,10,5405,48
600547,山东黄金,2022-03-22,15:00-9:00,星期二,0,17,5,0,12,7886,23
600916,中国黄金,2022-03-22,15:00-9:00,星期二,0,2,1,1,0,367,0
600988,赤峰黄金,2022-03-22,15:00-9:00,星期二,0,14,3,0,11,6192,19
601069,西部黄金,2022-03-22,15:00-9:00,星期二,0,35,8,4,23,8514,49
000975,银泰黄金,2022-03-22,9:00-15:00,星期二,1,49,20,1,28,15345,37
002155,湖南黄金,2022-03-22,9:00-15:00,星期二,1,46,19,1,26,13130,46
600489,中金黄金,2022-03-22,9:00-15:00,星期二,1,64,18,7,39,17271,96
600547,山东黄金,2022-03-22,9:00-15:00,星期二,1,24,16,1,7,8148,20
600916,中国黄金,2022-03-22,9:00-15:00,星期二,1,37,16,2,19,8809,39
600988,赤峰黄金,2022-03-22,9:00-15:00,星期二,1,89,27,8,54,19487,73
601069,西部黄金,2022-03-22,9:00-15:00,星期二,1,52,18,6,28,10381,49
000975,银泰黄金,2022-03-23,15:00-9:00,星期三,0,26,11,3,12,9681,55
002155,湖南黄金,2022-03-23,15:00-9:00,星期三,0,24,12,0,12,10204,55
600489,中金黄金,2022-03-23,15:00-9:00,星期三,0,14,6,2,6,4349,24
600547,山东黄金,2022-03-23,15:00-9:00,星期三,0,18,4,3,11,9213,49
600916,中国黄金,2022-03-23,15:00-9:00,星期三,0,20,3,6,11,7031,36
600988,赤峰黄金,2022-03-23,15:00-9:00,星期三,0,24,9,3,12,9051,55
601069,西部黄金,2022-03-23,15:00-9:00,星期三,0,27,5,4,18,6191,26
000975,银泰黄金,2022-03-23,9:00-15:00,星期三,1,18,3,2,13,6406,28
002155,湖南黄金,2022-03-23,9:00-15:00,星期三,1,30,8,2,20,7683,23
600489,中金黄金,2022-03-23,9:00-15:00,星期三,1,44,11,7,26,10581,50
600547,山东黄金,2022-03-23,9:00-15:00,星期三,1,19,6,1,12,4510,10
600916,中国黄金,2022-03-23,9:00-15:00,星期三,1,25,7,3,15,6966,41
600988,赤峰黄金,2022-03-23,9:00-15:00,星期三,1,42,20,3,19,11105,84
601069,西部黄金,2022-03-23,9:00-15:00,星期三,1,42,7,9,26,6804,47
000975,银泰黄金,2022-03-24,15:00-9:00,星期四,0,14,6,2,6,7259,29
002155,湖南黄金,2022-03-24,15:00-9:00,星期四,0,20,9,1,10,6549,25
600489,中金黄金,2022-03-24,15:00-9:00,星期四,0,24,6,2,16,8911,81
600547,山东黄金,2022-03-24,15:00-9:00,星期四,0,12,3,1,8,5068,9
600916,中国黄金,2022-03-24,15:00-9:00,星期四,0,11,4,0,7,4112,28
600988,赤峰黄金,2022-03-24,15:00-9:00,星期四,0,34,9,2,23,11343,78
601069,西部黄金,2022-03-24,15:00-9:00,星期四,0,30,8,2,20,8258,48
000975,银泰黄金,2022-03-24,9:00-15:00,星期四,1,43,20,4,19,16263,36
002155,湖南黄金,2022-03-24,9:00-15:00,星期四,1,81,24,10,47,20222,76
600489,中金黄金,2022-03-24,9:00-15:00,星期四,1,99,30,9,60,24165,158
600547,山东黄金,2022-03-24,9:00-15:00,星期四,1,121,43,15,63,29425,124
600916,中国黄金,2022-03-24,9:00-15:00,星期四,1,58,21,3,34,17060,74
600988,赤峰黄金,2022-03-24,9:00-15:00,星期四,1,105,52,13,40,25081,172
601069,西部黄金,2022-03-24,9:00-15:00,星期四,1,84,36,5,43,15498,61
000975,银泰黄金,2022-03-25,15:00-24:00,星期五,0,3,1,0,2,1302,1
002155,湖南黄金,2022-03-25,15:00-24:00,星期五,0,11,1,2,8,6467,31
600489,中金黄金,2022-03-25,15:00-24:00,星期五,0,59,17,8,34,33250,177
600547,山东黄金,2022-03-25,15:00-24:00,星期五,0,11,4,0,7,8168,23
600916,中国黄金,2022-03-25,15:00-24:00,星期五,0,5,1,0,4,3197,32
600988,赤峰黄金,2022-03-25,15:00-24:00,星期五,0,24,13,3,8,13955,57
601069,西部黄金,2022-03-25,15:00-24:00,星期五,0,25,9,1,15,10196,84
000975,银泰黄金,2022-03-25,15:00-9:00,星期五,0,17,9,0,8,7843,17
002155,湖南黄金,2022-03-25,15:00-9:00,星期五,0,39,13,5,21,18889,67
600489,中金黄金,2022-03-25,15:00-9:00,星期五,0,46,14,3,29,15332,87
600547,山东黄金,2022-03-25,15:00-9:00,星期五,0,46,21,2,23,16705,58
600916,中国黄金,2022-03-25,15:00-9:00,星期五,0,21,6,2,13,9662,40
600988,赤峰黄金,2022-03-25,15:00-9:00,星期五,0,31,11,2,18,18126,131
601069,西部黄金,2022-03-25,15:00-9:00,星期五,0,37,17,2,18,18481,51
000975,银泰黄金,2022-03-25,9:00-15:00,星期五,1,19,9,5,5,10858,23
002155,湖南黄金,2022-03-25,9:00-15:00,星期五,1,33,15,4,14,12365,58
600489,中金黄金,2022-03-25,9:00-15:00,星期五,1,100,18,16,66,21928,113
600547,山东黄金,2022-03-25,9:00-15:00,星期五,1,65,29,5,31,20813,53
600916,中国黄金,2022-03-25,9:00-15:00,星期五,1,22,6,2,14,8277,34
600988,赤峰黄金,2022-03-25,9:00-15:00,星期五,1,100,47,12,41,31196,168
601069,西部黄金,2022-03-25,9:00-15:00,星期五,1,79,27,10,42,15169,77
000975,银泰黄金,2022-03-26,0:00-24:00,星期六,0,4,3,0,1,2947,4
002155,湖南黄金,2022-03-26,0:00-24:00,星期六,0,5,2,1,2,6496,24
600489,中金黄金,2022-03-26,0:00-24:00,星期六,0,18,3,1,14,16694,43
600547,山东黄金,2022-03-26,0:00-24:00,星期六,0,20,8,0,12,22919,72
600916,中国黄金,2022-03-26,0:00-24:00,星期六,0,5,1,0,4,1916,1
600988,赤峰黄金,2022-03-26,0:00-24:00,星期六,0,23,10,3,10,17136,96
601069,西部黄金,2022-03-26,0:00-24:00,星期六,0,21,6,1,14,8255,27
000975,银泰黄金,2022-03-27,0:00-24:00,星期日,0,5,2,0,3,2887,2
002155,湖南黄金,2022-03-27,0:00-24:00,星期日,0,8,5,1,2,4211,18
600489,中金黄金,2022-03-27,0:00-24:00,星期日,0,18,1,4,13,10641,27
600547,山东黄金,2022-03-27,0:00-24:00,星期日,0,12,7,0,5,11419,21
600916,中国黄金,2022-03-27,0:00-24:00,星期日,0,7,3,0,4,3050,8
600988,赤峰黄金,2022-03-27,0:00-24:00,星期日,0,20,13,0,7,11600,55
601069,西部黄金,2022-03-27,0:00-24:00,星期日,0,15,6,2,7,5127,25
000975,银泰黄金,2022-03-28,0:00-9:00,星期一,0,1,0,0,1,278,0
002155,湖南黄金,2022-03-28,0:00-9:00,星期一,0,3,0,0,3,1375,3
600489,中金黄金,2022-03-28,0:00-9:00,星期一,0,4,1,0,3,1140,6
600547,山东黄金,2022-03-28,0:00-9:00,星期一,0,5,1,0,4,1109,0
600916,中国黄金,2022-03-28,0:00-9:00,星期一,0,2,0,0,2,835,4
600988,赤峰黄金,2022-03-28,0:00-9:00,星期一,0,3,2,0,1,1197,2
601069,西部黄金,2022-03-28,0:00-9:00,星期一,0,7,4,1,2,1601,3
000975,银泰黄金,2022-03-28,9:00-15:00,星期一,1,21,4,1,16,10468,17
002155,湖南黄金,2022-03-28,9:00-15:00,星期一,1,28,10,2,16,9131,35
600489,中金黄金,2022-03-28,9:00-15:00,星期一,1,72,16,3,53,16945,63
600547,山东黄金,2022-03-28,9:00-15:00,星期一,1,49,16,5,28,15496,48
600916,中国黄金,2022-03-28,9:00-15:00,星期一,1,20,3,3,14,6088,23
600988,赤峰黄金,2022-03-28,9:00-15:00,星期一,1,126,48,11,67,31750,193
601069,西部黄金,2022-03-28,9:00-15:00,星期一,1,60,13,7,40,12731,67
000975,银泰黄金,2022-03-29,15:00-9:00,星期二,0,7,2,1,4,3292,8
002155,湖南黄金,2022-03-29,15:00-9:00,星期二,0,13,5,1,7,5562,36
600489,中金黄金,2022-03-29,15:00-9:00,星期二,0,39,16,3,20,18365,96
600547,山东黄金,2022-03-29,15:00-9:00,星期二,0,80,34,4,42,35166,106
600916,中国黄金,2022-03-29,15:00-9:00,星期二,0,11,4,2,5,3556,6
600988,赤峰黄金,2022-03-29,15:00-9:00,星期二,0,49,22,2,25,17185,109
601069,西部黄金,2022-03-29,15:00-9:00,星期二,0,32,8,2,22,9418,86
000975,银泰黄金,2022-03-29,9:00-15:00,星期二,1,19,6,4,9,7857,30
002155,湖南黄金,2022-03-29,9:00-15:00,星期二,1,27,8,1,18,7526,34
600489,中金黄金,2022-03-29,9:00-15:00,星期二,1,46,10,6,30,13419,83
600547,山东黄金,2022-03-29,9:00-15:00,星期二,1,50,19,7,24,15435,45
600916,中国黄金,2022-03-29,9:00-15:00,星期二,1,16,3,3,10,4705,23
600988,赤峰黄金,2022-03-29,9:00-15:00,星期二,1,37,11,1,25,10382,66
601069,西部黄金,2022-03-29,9:00-15:00,星期二,1,35,12,4,19,6323,29
000975,银泰黄金,2022-03-30,15:00-9:00,星期三,0,7,4,0,3,2968,9
002155,湖南黄金,2022-03-30,15:00-9:00,星期三,0,38,12,2,24,11910,71
600489,中金黄金,2022-03-30,15:00-9:00,星期三,0,48,10,5,33,13094,68
