Scode,Coname,Date,Time,Weektime,Tradetm_dum,Tpostnum,Pospostnum,Negpostnum,Neupostnum,Readnum,Commentnum
600547,山东黄金,2022-07-08,15:00-9:00,星期五,0,24,6,2,16,4140,26
600916,中国黄金,2022-07-08,15:00-9:00,星期五,0,15,7,0,8,1768,7
600988,赤峰黄金,2022-07-08,15:00-9:00,星期五,0,30,12,3,15,4182,26
601069,西部黄金,2022-07-08,15:00-9:00,星期五,0,11,3,3,5,1978,37
000975,银泰黄金,2022-07-08,9:00-15:00,星期五,1,16,3,1,12,1871,10
002155,湖南黄金,2022-07-08,9:00-15:00,星期五,1,41,12,7,22,6430,52
600489,中金黄金,2022-07-08,9:00-15:00,星期五,1,52,16,10,26,8276,54
600547,山东黄金,2022-07-08,9:00-15:00,星期五,1,43,15,6,22,5947,54
600916,中国黄金,2022-07-08,9:00-15:00,星期五,1,64,29,3,32,10021,88
600988,赤峰黄金,2022-07-08,9:00-15:00,星期五,1,80,29,10,41,9667,87
601069,西部黄金,2022-07-08,9:00-15:00,星期五,1,57,15,3,39,6935,88
000975,银泰黄金,2022-07-09,0:00-24:00,星期六,0,3,1,0,2,663,2
002155,湖南黄金,2022-07-09,0:00-24:00,星期六,0,9,2,1,6,3163,22
600489,中金黄金,2022-07-09,0:00-24:00,星期六,0,4,1,1,2,829,4
600547,山东黄金,2022-07-09,0:00-24:00,星期六,0,6,2,1,3,1270,4
600916,中国黄金,2022-07-09,0:00-24:00,星期六,0,9,8,0,1,1849,2
600988,赤峰黄金,2022-07-09,0:00-24:00,星期六,0,10,4,1,5,2545,18
601069,西部黄金,2022-07-09,0:00-24:00,星期六,0,4,1,0,3,927,7
000975,银泰黄金,2022-07-10,0:00-24:00,星期日,0,2,0,0,2,342,0
002155,湖南黄金,2022-07-10,0:00-24:00,星期日,0,14,4,3,7,4602,28
600489,中金黄金,2022-07-10,0:00-24:00,星期日,0,5,3,0,2,1002,3
600547,山东黄金,2022-07-10,0:00-24:00,星期日,0,5,2,0,3,803,2
600916,中国黄金,2022-07-10,0:00-24:00,星期日,0,9,3,0,6,1704,11
600988,赤峰黄金,2022-07-10,0:00-24:00,星期日,0,10,6,0,4,2246,8
601069,西部黄金,2022-07-10,0:00-24:00,星期日,0,7,4,0,3,1377,2
000975,银泰黄金,2022-07-11,0:00-9:00,星期一,0,1,1,0,0,140,0
002155,湖南黄金,2022-07-11,0:00-9:00,星期一,0,1,0,0,1,208,0
600547,山东黄金,2022-07-11,0:00-9:00,星期一,0,2,1,0,1,297,1
600916,中国黄金,2022-07-11,0:00-9:00,星期一,0,3,2,0,1,404,0
600988,赤峰黄金,2022-07-11,0:00-9:00,星期一,0,6,1,2,3,1437,5
000975,银泰黄金,2022-07-11,9:00-15:00,星期一,1,13,7,1,5,1919,14
002155,湖南黄金,2022-07-11,9:00-15:00,星期一,1,43,11,8,24,6602,42
600489,中金黄金,2022-07-11,9:00-15:00,星期一,1,23,4,5,14,4007,25
600547,山东黄金,2022-07-11,9:00-15:00,星期一,1,46,13,5,28,6670,48
600916,中国黄金,2022-07-11,9:00-15:00,星期一,1,29,10,5,14,4379,32
600988,赤峰黄金,2022-07-11,9:00-15:00,星期一,1,80,15,11,54,14900,144
601069,西部黄金,2022-07-11,9:00-15:00,星期一,1,28,8,6,14,4643,48
000975,银泰黄金,2022-07-12,15:00-9:00,星期二,0,6,1,0,5,943,7
002155,湖南黄金,2022-07-12,15:00-9:00,星期二,0,22,9,1,12,9350,98
600489,中金黄金,2022-07-12,15:00-9:00,星期二,0,24,5,4,15,2614,14
600547,山东黄金,2022-07-12,15:00-9:00,星期二,0,21,6,1,14,3006,19
600916,中国黄金,2022-07-12,15:00-9:00,星期二,0,15,4,0,11,1947,2
600988,赤峰黄金,2022-07-12,15:00-9:00,星期二,0,40,12,3,25,7443,107
601069,西部黄金,2022-07-12,15:00-9:00,星期二,0,22,8,2,12,3365,40
000975,银泰黄金,2022-07-12,9:00-15:00,星期二,1,14,6,2,6,2403,16
002155,湖南黄金,2022-07-12,9:00-15:00,星期二,1,43,13,4,26,7168,18
600489,中金黄金,2022-07-12,9:00-15:00,星期二,1,34,9,7,18,4116,19
600547,山东黄金,2022-07-12,9:00-15:00,星期二,1,52,11,13,28,6454,46
600916,中国黄金,2022-07-12,9:00-15:00,星期二,1,16,5,0,11,2061,8
600988,赤峰黄金,2022-07-12,9:00-15:00,星期二,1,45,15,4,26,5845,34
601069,西部黄金,2022-07-12,9:00-15:00,星期二,1,30,9,1,20,4457,87
000975,银泰黄金,2022-07-13,15:00-9:00,星期三,0,6,2,0,4,897,2
002155,湖南黄金,2022-07-13,15:00-9:00,星期三,0,23,11,2,10,8507,31
600489,中金黄金,2022-07-13,15:00-9:00,星期三,0,11,3,2,6,1929,11
600547,山东黄金,2022-07-13,15:00-9:00,星期三,0,26,11,3,12,4213,29
600916,中国黄金,2022-07-13,15:00-9:00,星期三,0,11,5,1,5,1445,7
600988,赤峰黄金,2022-07-13,15:00-9:00,星期三,0,25,10,3,12,4745,43
601069,西部黄金,2022-07-13,15:00-9:00,星期三,0,18,6,4,8,2249,22
000975,银泰黄金,2022-07-13,9:00-15:00,星期三,1,21,7,3,11,2393,10
002155,湖南黄金,2022-07-13,9:00-15:00,星期三,1,47,15,2,30,7935,12
600489,中金黄金,2022-07-13,9:00-15:00,星期三,1,49,18,5,26,5964,21
600547,山东黄金,2022-07-13,9:00-15:00,星期三,1,61,9,11,41,7085,48
600916,中国黄金,2022-07-13,9:00-15:00,星期三,1,25,15,1,9,3303,17
600988,赤峰黄金,2022-07-13,9:00-15:00,星期三,1,42,19,2,21,5694,68
601069,西部黄金,2022-07-13,9:00-15:00,星期三,1,46,18,2,26,7620,95
000975,银泰黄金,2022-07-14,15:00-9:00,星期四,0,8,4,0,4,1082,5
002155,湖南黄金,2022-07-14,15:00-9:00,星期四,0,8,0,1,7,2911,10
600489,中金黄金,2022-07-14,15:00-9:00,星期四,0,19,7,0,12,2319,17
600547,山东黄金,2022-07-14,15:00-9:00,星期四,0,23,6,0,17,3429,34
600916,中国黄金,2022-07-14,15:00-9:00,星期四,0,14,7,0,7,2098,16
600988,赤峰黄金,2022-07-14,15:00-9:00,星期四,0,52,21,3,28,8823,63
601069,西部黄金,2022-07-14,15:00-9:00,星期四,0,31,12,1,18,4031,38
000975,银泰黄金,2022-07-14,9:00-15:00,星期四,1,22,9,2,11,2932,15
002155,湖南黄金,2022-07-14,9:00-15:00,星期四,1,67,16,6,45,10522,42
600489,中金黄金,2022-07-14,9:00-15:00,星期四,1,36,14,2,20,4521,27
600547,山东黄金,2022-07-14,9:00-15:00,星期四,1,32,14,3,15,4704,25
600916,中国黄金,2022-07-14,9:00-15:00,星期四,1,46,20,2,24,5513,29
600988,赤峰黄金,2022-07-14,9:00-15:00,星期四,1,47,20,4,23,8590,141
601069,西部黄金,2022-07-14,9:00-15:00,星期四,1,29,11,1,17,3739,26
000975,银泰黄金,2022-07-15,15:00-24:00,星期五,0,9,1,1,7,1246,11
002155,湖南黄金,2022-07-15,15:00-24:00,星期五,0,8,2,2,4,1227,6
600489,中金黄金,2022-07-15,15:00-24:00,星期五,0,18,4,5,9,1559,4
600547,山东黄金,2022-07-15,15:00-24:00,星期五,0,42,15,4,23,3225,7
600916,中国黄金,2022-07-15,15:00-24:00,星期五,0,7,4,1,2,833,3
600988,赤峰黄金,2022-07-15,15:00-24:00,星期五,0,12,2,0,10,1959,26
601069,西部黄金,2022-07-15,15:00-24:00,星期五,0,8,2,2,4,692,2
000975,银泰黄金,2022-07-15,15:00-9:00,星期五,0,16,7,2,7,1238,10
002155,湖南黄金,2022-07-15,15:00-9:00,星期五,0,16,5,3,8,3997,20
600489,中金黄金,2022-07-15,15:00-9:00,星期五,0,18,6,3,9,1872,25
600547,山东黄金,2022-07-15,15:00-9:00,星期五,0,40,15,2,23,7823,112
600916,中国黄金,2022-07-15,15:00-9:00,星期五,0,16,8,0,8,2519,10
600988,赤峰黄金,2022-07-15,15:00-9:00,星期五,0,38,8,6,24,5956,66
601069,西部黄金,2022-07-15,15:00-9:00,星期五,0,37,8,3,26,5305,70
000975,银泰黄金,2022-07-15,9:00-15:00,星期五,1,29,10,7,12,4277,36
002155,湖南黄金,2022-07-15,9:00-15:00,星期五,1,47,12,5,30,7068,47
600489,中金黄金,2022-07-15,9:00-15:00,星期五,1,49,14,10,25,5892,38
600547,山东黄金,2022-07-15,9:00-15:00,星期五,1,34,6,2,26,5032,25
600916,中国黄金,2022-07-15,9:00-15:00,星期五,1,25,6,2,17,3247,21
600988,赤峰黄金,2022-07-15,9:00-15:00,星期五,1,48,21,5,22,7833,71
601069,西部黄金,2022-07-15,9:00-15:00,星期五,1,23,9,1,13,3276,28
000975,银泰黄金,2022-07-16,0:00-24:00,星期六,0,10,4,1,5,2491,17
002155,湖南黄金,2022-07-16,0:00-24:00,星期六,0,7,1,1,5,3091,11
600489,中金黄金,2022-07-16,0:00-24:00,星期六,0,13,4,1,8,2310,5
600547,山东黄金,2022-07-16,0:00-24:00,星期六,0,14,2,2,10,4038,14
600916,中国黄金,2022-07-16,0:00-24:00,星期六,0,8,4,0,4,3956,3
600988,赤峰黄金,2022-07-16,0:00-24:00,星期六,0,13,4,0,9,5254,33
601069,西部黄金,2022-07-16,0:00-24:00,星期六,0,8,4,1,3,2065,12
000975,银泰黄金,2022-07-17,0:00-24:00,星期日,0,2,1,0,1,330,0
002155,湖南黄金,2022-07-17,0:00-24:00,星期日,0,5,1,1,3,1085,0
600489,中金黄金,2022-07-17,0:00-24:00,星期日,0,13,3,0,10,3534,23
600547,山东黄金,2022-07-17,0:00-24:00,星期日,0,11,2,1,8,3790,16
600916,中国黄金,2022-07-17,0:00-24:00,星期日,0,10,7,0,3,2243,7
600988,赤峰黄金,2022-07-17,0:00-24:00,星期日,0,10,4,0,6,3867,18
601069,西部黄金,2022-07-17,0:00-24:00,星期日,0,6,1,0,5,849,2
000975,银泰黄金,2022-07-18,0:00-9:00,星期一,0,1,1,0,0,167,0
002155,湖南黄金,2022-07-18,0:00-9:00,星期一,0,4,1,0,3,1003,1
600547,山东黄金,2022-07-18,0:00-9:00,星期一,0,5,1,0,4,1778,8
600988,赤峰黄金,2022-07-18,0:00-9:00,星期一,0,2,1,0,1,544,5
601069,西部黄金,2022-07-18,0:00-9:00,星期一,0,1,0,0,1,166,1
000975,银泰黄金,2022-07-18,9:00-15:00,星期一,1,18,5,3,10,2646,14
002155,湖南黄金,2022-07-18,9:00-15:00,星期一,1,37,16,5,16,6911,33
600489,中金黄金,2022-07-18,9:00-15:00,星期一,1,34,7,1,26,4979,39
600547,山东黄金,2022-07-18,9:00-15:00,星期一,1,24,9,4,11,4572,28
600916,中国黄金,2022-07-18,9:00-15:00,星期一,1,11,5,0,6,2212,11
600988,赤峰黄金,2022-07-18,9:00-15:00,星期一,1,45,11,5,29,7634,56
601069,西部黄金,2022-07-18,9:00-15:00,星期一,1,24,9,2,13,5150,48
000975,银泰黄金,2022-07-19,15:00-9:00,星期二,0,6,3,0,3,804,9
002155,湖南黄金,2022-07-19,15:00-9:00,星期二,0,10,4,0,6,1739,6
600489,中金黄金,2022-07-19,15:00-9:00,星期二,0,10,1,0,9,1657,13
600547,山东黄金,2022-07-19,15:00-9:00,星期二,0,16,9,0,7,3082,11
600916,中国黄金,2022-07-19,15:00-9:00,星期二,0,7,5,0,2,2622,21
600988,赤峰黄金,2022-07-19,15:00-9:00,星期二,0,24,11,5,8,4072,31
601069,西部黄金,2022-07-19,15:00-9:00,星期二,0,12,3,2,7,2006,8
000975,银泰黄金,2022-07-19,9:00-15:00,星期二,1,11,4,1,6,1652,18
002155,湖南黄金,2022-07-19,9:00-15:00,星期二,1,22,5,1,16,4455,14
600489,中金黄金,2022-07-19,9:00-15:00,星期二,1,29,9,4,16,3822,27
600547,山东黄金,2022-07-19,9:00-15:00,星期二,1,43,12,5,26,6055,42
600916,中国黄金,2022-07-19,9:00-15:00,星期二,1,7,3,1,3,1422,11
600988,赤峰黄金,2022-07-19,9:00-15:00,星期二,1,47,11,4,32,6739,37
601069,西部黄金,2022-07-19,9:00-15:00,星期二,1,35,12,6,17,5968,61
000975,银泰黄金,2022-07-20,15:00-9:00,星期三,0,3,2,1,0,411,1
002155,湖南黄金,2022-07-20,15:00-9:00,星期三,0,6,3,0,3,1689,29
600489,中金黄金,2022-07-20,15:00-9:00,星期三,0,9,4,1,4,1425,9
600547,山东黄金,2022-07-20,15:00-9:00,星期三,0,13,5,0,8,2473,8
600916,中国黄金,2022-07-20,15:00-9:00,星期三,0,9,5,0,4,922,19
600988,赤峰黄金,2022-07-20,15:00-9:00,星期三,0,27,10,1,16,6109,58
601069,西部黄金,2022-07-20,15:00-9:00,星期三,0,15,6,0,9,2685,12
000975,银泰黄金,2022-07-20,9:00-15:00,星期三,1,14,7,1,6,1614,11
002155,湖南黄金,2022-07-20,9:00-15:00,星期三,1,31,13,2,16,7160,61
600489,中金黄金,2022-07-20,9:00-15:00,星期三,1,34,13,4,17,4156,34
600547,山东黄金,2022-07-20,9:00-15:00,星期三,1,21,7,0,14,2592,10
600916,中国黄金,2022-07-20,9:00-15:00,星期三,1,31,8,2,21,3869,33
600988,赤峰黄金,2022-07-20,9:00-15:00,星期三,1,42,12,4,26,6427,61
601069,西部黄金,2022-07-20,9:00-15:00,星期三,1,15,4,2,9,2262,43
000975,银泰黄金,2022-07-21,15:00-9:00,星期四,0,5,2,1,2,970,7
002155,湖南黄金,2022-07-21,15:00-9:00,星期四,0,30,13,2,15,7024,66
600489,中金黄金,2022-07-21,15:00-9:00,星期四,0,14,4,1,9,2538,58
600547,山东黄金,2022-07-21,15:00-9:00,星期四,0,13,4,1,8,1617,8
600916,中国黄金,2022-07-21,15:00-9:00,星期四,0,18,7,1,10,2767,23
600988,赤峰黄金,2022-07-21,15:00-9:00,星期四,0,30,10,6,14,4683,48
601069,西部黄金,2022-07-21,15:00-9:00,星期四,0,20,7,1,12,2807,32
000975,银泰黄金,2022-07-21,9:00-15:00,星期四,1,13,4,2,7,1702,14
002155,湖南黄金,2022-07-21,9:00-15:00,星期四,1,49,12,6,31,8713,48
600489,中金黄金,2022-07-21,9:00-15:00,星期四,1,42,12,4,26,5650,58
600547,山东黄金,2022-07-21,9:00-15:00,星期四,1,41,10,5,26,5719,47
600916,中国黄金,2022-07-21,9:00-15:00,星期四,1,26,9,4,13,3544,25
600988,赤峰黄金,2022-07-21,9:00-15:00,星期四,1,56,25,3,28,8436,83
601069,西部黄金,2022-07-21,9:00-15:00,星期四,1,67,29,4,34,12986,144
000975,银泰黄金,2022-07-22,15:00-24:00,星期五,0,7,2,1,4,1122,11
002155,湖南黄金,2022-07-22,15:00-24:00,星期五,0,17,2,1,14,3172,25
600489,中金黄金,2022-07-22,15:00-24:00,星期五,0,8,3,2,3,1471,21
600547,山东黄金,2022-07-22,15:00-24:00,星期五,0,3,2,0,1,520,7
600916,中国黄金,2022-07-22,15:00-24:00,星期五,0,5,4,0,1,757,0
600988,赤峰黄金,2022-07-22,15:00-24:00,星期五,0,16,7,0,9,2620,19
601069,西部黄金,2022-07-22,15:00-24:00,星期五,0,15,8,0,7,3377,18
000975,银泰黄金,2022-07-22,15:00-9:00,星期五,0,9,3,1,5,1120,12
002155,湖南黄金,2022-07-22,15:00-9:00,星期五,0,18,6,3,9,2916,20
600489,中金黄金,2022-07-22,15:00-9:00,星期五,0,17,5,1,11,2578,23
600547,山东黄金,2022-07-22,15:00-9:00,星期五,0,15,4,0,11,2202,29
600916,中国黄金,2022-07-22,15:00-9:00,星期五,0,7,5,0,2,933,8
600988,赤峰黄金,2022-07-22,15:00-9:00,星期五,0,31,11,2,18,4541,35
601069,西部黄金,2022-07-22,15:00-9:00,星期五,0,51,17,2,32,13357,101
000975,银泰黄金,2022-07-22,9:00-15:00,星期五,1,31,7,4,20,4544,22
002155,湖南黄金,2022-07-22,9:00-15:00,星期五,1,52,14,4,34,9949,65
600489,中金黄金,2022-07-22,9:00-15:00,星期五,1,43,12,3,28,6573,55
600547,山东黄金,2022-07-22,9:00-15:00,星期五,1,27,11,3,13,4535,24
600916,中国黄金,2022-07-22,9:00-15:00,星期五,1,17,10,2,5,2438,14
600988,赤峰黄金,2022-07-22,9:00-15:00,星期五,1,67,21,8,38,11090,114
601069,西部黄金,2022-07-22,9:00-15:00,星期五,1,66,16,7,43,13467,97
000975,银泰黄金,2022-07-23,0:00-24:00,星期六,0,3,1,0,2,678,4
002155,湖南黄金,2022-07-23,0:00-24:00,星期六,0,8,3,1,4,2210,7
600489,中金黄金,2022-07-23,0:00-24:00,星期六,0,8,4,2,2,1347,3
600547,山东黄金,2022-07-23,0:00-24:00,星期六,0,4,3,0,1,945,3
600916,中国黄金,2022-07-23,0:00-24:00,星期六,0,5,2,0,3,1052,5
600988,赤峰黄金,2022-07-23,0:00-24:00,星期六,0,9,2,0,7,3299,24
601069,西部黄金,2022-07-23,0:00-24:00,星期六,0,10,2,0,8,1995,10
000975,银泰黄金,2022-07-24,0:00-24:00,星期日,0,3,2,0,1,779,1
002155,湖南黄金,2022-07-24,0:00-24:00,星期日,0,13,4,2,7,4070,11
600489,中金黄金,2022-07-24,0:00-24:00,星期日,0,5,2,0,3,1104,4
600547,山东黄金,2022-07-24,0:00-24:00,星期日,0,6,4,0,2,1248,4
600916,中国黄金,2022-07-24,0:00-24:00,星期日,0,4,3,0,1,2491,5
600988,赤峰黄金,2022-07-24,0:00-24:00,星期日,0,17,6,1,10,3945,16
601069,西部黄金,2022-07-24,0:00-24:00,星期日,0,5,2,1,2,1324,7
000975,银泰黄金,2022-07-25,0:00-9:00,星期一,0,3,1,0,2,773,6
002155,湖南黄金,2022-07-25,0:00-9:00,星期一,0,4,1,0,3,936,0
600489,中金黄金,2022-07-25,0:00-9:00,星期一,0,1,0,0,1,179,0
600916,中国黄金,2022-07-25,0:00-9:00,星期一,0,1,1,0,0,183,1
600988,赤峰黄金,2022-07-25,0:00-9:00,星期一,0,3,1,0,2,837,11
000975,银泰黄金,2022-07-25,9:00-15:00,星期一,1,33,6,6,21,6022,54
002155,湖南黄金,2022-07-25,9:00-15:00,星期一,1,38,7,4,27,5579,20
600489,中金黄金,2022-07-25,9:00-15:00,星期一,1,36,11,4,21,6752,51
600547,山东黄金,2022-07-25,9:00-15:00,星期一,1,27,15,2,10,4775,31
600916,中国黄金,2022-07-25,9:00-15:00,星期一,1,39,16,0,23,7382,41
600988,赤峰黄金,2022-07-25,9:00-15:00,星期一,1,82,38,5,39,14765,113
601069,西部黄金,2022-07-25,9:00-15:00,星期一,1,38,12,4,22,5309,32
000975,银泰黄金,2022-07-26,15:00-9:00,星期二,0,7,2,0,5,1562,7
002155,湖南黄金,2022-07-26,15:00-9:00,星期二,0,11,5,0,6,1534,9
600489,中金黄金,2022-07-26,15:00-9:00,星期二,0,11,5,0,6,1848,34
600547,山东黄金,2022-07-26,15:00-9:00,星期二,0,14,4,1,9,3576,13
600916,中国黄金,2022-07-26,15:00-9:00,星期二,0,23,7,5,11,3202,18
600988,赤峰黄金,2022-07-26,15:00-9:00,星期二,0,35,8,1,26,9388,51
601069,西部黄金,2022-07-26,15:00-9:00,星期二,0,9,3,0,6,1345,8
000975,银泰黄金,2022-07-26,9:00-15:00,星期二,1,18,5,1,12,2840,26
002155,湖南黄金,2022-07-26,9:00-15:00,星期二,1,67,20,6,41,9717,62
600489,中金黄金,2022-07-26,9:00-15:00,星期二,1,47,18,3,26,5631,35
600547,山东黄金,2022-07-26,9:00-15:00,星期二,1,41,10,9,22,5594,45
600916,中国黄金,2022-07-26,9:00-15:00,星期二,1,32,9,4,19,5102,31
600988,赤峰黄金,2022-07-26,9:00-15:00,星期二,1,53,23,1,29,10935,122
601069,西部黄金,2022-07-26,9:00-15:00,星期二,1,35,14,2,19,4197,23
000975,银泰黄金,2022-07-27,15:00-9:00,星期三,0,6,4,1,1,819,4
002155,湖南黄金,2022-07-27,15:00-9:00,星期三,0,18,5,2,11,3131,38
600489,中金黄金,2022-07-27,15:00-9:00,星期三,0,19,5,3,11,2516,14
600547,山东黄金,2022-07-27,15:00-9:00,星期三,0,18,4,0,14,4274,40
600916,中国黄金,2022-07-27,15:00-9:00,星期三,0,12,4,0,8,2609,10
600988,赤峰黄金,2022-07-27,15:00-9:00,星期三,0,22,3,2,17,5100,49
601069,西部黄金,2022-07-27,15:00-9:00,星期三,0,19,14,0,5,3772,47
000975,银泰黄金,2022-07-27,9:00-15:00,星期三,1,7,3,0,4,1451,20
002155,湖南黄金,2022-07-27,9:00-15:00,星期三,1,46,14,4,28,6683,64
600489,中金黄金,2022-07-27,9:00-15:00,星期三,1,43,14,7,22,5075,23
600547,山东黄金,2022-07-27,9:00-15:00,星期三,1,59,19,6,34,7366,29
600916,中国黄金,2022-07-27,9:00-15:00,星期三,1,67,31,7,29,8963,94
600988,赤峰黄金,2022-07-27,9:00-15:00,星期三,1,68,22,13,33,11639,106
601069,西部黄金,2022-07-27,9:00-15:00,星期三,1,48,19,7,22,8134,105
000975,银泰黄金,2022-07-28,15:00-9:00,星期四,0,6,1,2,3,914,3
002155,湖南黄金,2022-07-28,15:00-9:00,星期四,0,18,8,1,9,3136,24
600489,中金黄金,2022-07-28,15:00-9:00,星期四,0,17,8,1,8,3024,40
600547,山东黄金,2022-07-28,15:00-9:00,星期四,0,9,6,1,2,1726,8
600916,中国黄金,2022-07-28,15:00-9:00,星期四,0,28,9,1,18,4703,29
600988,赤峰黄金,2022-07-28,15:00-9:00,星期四,0,37,12,1,24,8058,68
601069,西部黄金,2022-07-28,15:00-9:00,星期四,0,14,4,2,8,2767,35
000975,银泰黄金,2022-07-28,9:00-15:00,星期四,1,13,4,1,8,1881,13
002155,湖南黄金,2022-07-28,9:00-15:00,星期四,1,68,30,3,35,10577,76
600489,中金黄金,2022-07-28,9:00-15:00,星期四,1,47,20,5,22,5448,24
600547,山东黄金,2022-07-28,9:00-15:00,星期四,1,59,19,10,30,6935,40
600916,中国黄金,2022-07-28,9:00-15:00,星期四,1,35,15,3,17,6082,60
600988,赤峰黄金,2022-07-28,9:00-15:00,星期四,1,92,37,12,43,15746,160
601069,西部黄金,2022-07-28,9:00-15:00,星期四,1,35,10,4,21,5588,72
000975,银泰黄金,2022-07-29,15:00-24:00,星期五,0,3,2,0,1,447,4
002155,湖南黄金,2022-07-29,15:00-24:00,星期五,0,10,7,1,2,2056,19
600489,中金黄金,2022-07-29,15:00-24:00,星期五,0,16,8,0,8,1627,17
600547,山东黄金,2022-07-29,15:00-24:00,星期五,0,11,5,1,5,1658,10
600916,中国黄金,2022-07-29,15:00-24:00,星期五,0,2,2,0,0,290,0
600988,赤峰黄金,2022-07-29,15:00-24:00,星期五,0,32,14,0,18,5963,51
601069,西部黄金,2022-07-29,15:00-24:00,星期五,0,6,0,0,6,680,3
000975,银泰黄金,2022-07-29,15:00-9:00,星期五,0,9,5,1,3,1250,15
002155,湖南黄金,2022-07-29,15:00-9:00,星期五,0,22,9,1,12,4213,27
600489,中金黄金,2022-07-29,15:00-9:00,星期五,0,24,8,0,16,3542,37
600547,山东黄金,2022-07-29,15:00-9:00,星期五,0,24,7,5,12,4741,32
600916,中国黄金,2022-07-29,15:00-9:00,星期五,0,14,5,2,7,2396,11
600988,赤峰黄金,2022-07-29,15:00-9:00,星期五,0,49,17,4,28,10553,147
601069,西部黄金,2022-07-29,15:00-9:00,星期五,0,16,4,0,12,2544,27
000975,银泰黄金,2022-07-29,9:00-15:00,星期五,1,13,3,4,6,2069,31
002155,湖南黄金,2022-07-29,9:00-15:00,星期五,1,50,26,4,20,6753,35
600489,中金黄金,2022-07-29,9:00-15:00,星期五,1,44,11,3,30,5239,32
600547,山东黄金,2022-07-29,9:00-15:00,星期五,1,55,21,4,30,6832,22
600916,中国黄金,2022-07-29,9:00-15:00,星期五,1,23,6,1,16,3763,24
600988,赤峰黄金,2022-07-29,9:00-15:00,星期五,1,82,36,7,39,12264,135
601069,西部黄金,2022-07-29,9:00-15:00,星期五,1,21,8,2,11,3379,45
000975,银泰黄金,2022-07-30,0:00-24:00,星期六,0,3,1,0,2,683,2
002155,湖南黄金,2022-07-30,0:00-24:00,星期六,0,3,2,0,1,1350,1
600489,中金黄金,2022-07-30,0:00-24:00,星期六,0,14,4,0,10,2949,24
600547,山东黄金,2022-07-30,0:00-24:00,星期六,0,5,1,0,4,868,0
600916,中国黄金,2022-07-30,0:00-24:00,星期六,0,3,2,0,1,574,1
600988,赤峰黄金,2022-07-30,0:00-24:00,星期六,0,20,9,0,11,5141,26
601069,西部黄金,2022-07-30,0:00-24:00,星期六,0,5,2,0,3,912,6
000975,银泰黄金,2022-07-31,0:00-24:00,星期日,0,5,1,1,3,700,0
002155,湖南黄金,2022-07-31,0:00-24:00,星期日,0,5,4,0,1,1438,5
600489,中金黄金,2022-07-31,0:00-24:00,星期日,0,9,3,0,6,1178,4
600547,山东黄金,2022-07-31,0:00-24:00,星期日,0,8,5,0,3,1642,2
600916,中国黄金,2022-07-31,0:00-24:00,星期日,0,6,3,0,3,1591,3
600988,赤峰黄金,2022-07-31,0:00-24:00,星期日,0,12,7,0,5,2223,7
601069,西部黄金,2022-07-31,0:00-24:00,星期日,0,6,3,0,3,963,7
000975,银泰黄金,2022-08-01,0:00-9:00,星期一,0,2,0,0,2,345,0
002155,湖南黄金,2022-08-01,0:00-9:00,星期一,0,3,1,0,2,495,0
600547,山东黄金,2022-08-01,0:00-9:00,星期一,0,1,1,0,0,130,0
600988,赤峰黄金,2022-08-01,0:00-9:00,星期一,0,7,5,0,2,2783,12
000975,银泰黄金,2022-08-01,9:00-15:00,星期一,1,8,1,0,7,1824,12
002155,湖南黄金,2022-08-01,9:00-15:00,星期一,1,57,25,4,28,8982,62
600489,中金黄金,2022-08-01,9:00-15:00,星期一,1,41,9,8,24,5738,34
600547,山东黄金,2022-08-01,9:00-15:00,星期一,1,32,8,5,19,4733,11
600916,中国黄金,2022-08-01,9:00-15:00,星期一,1,33,11,8,14,4143,16
600988,赤峰黄金,2022-08-01,9:00-15:00,星期一,1,82,31,9,42,12827,131
601069,西部黄金,2022-08-01,9:00-15:00,星期一,1,17,8,1,8,3028,29
000975,银泰黄金,2022-08-02,15:00-9:00,星期二,0,6,3,0,3,652,0
002155,湖南黄金,2022-08-02,15:00-9:00,星期二,0,20,6,0,14,7037,60
600489,中金黄金,2022-08-02,15:00-9:00,星期二,0,24,12,3,9,2441,6
600547,山东黄金,2022-08-02,15:00-9:00,星期二,0,16,5,2,9,3286,28
600916,中国黄金,2022-08-02,15:00-9:00,星期二,0,14,5,0,9,2267,21
600988,赤峰黄金,2022-08-02,15:00-9:00,星期二,0,40,14,4,22,7004,87
601069,西部黄金,2022-08-02,15:00-9:00,星期二,0,13,4,3,6,1620,17
000975,银泰黄金,2022-08-02,9:00-15:00,星期二,1,14,3,2,9,1733,13
002155,湖南黄金,2022-08-02,9:00-15:00,星期二,1,67,27,7,33,9415,76
600489,中金黄金,2022-08-02,9:00-15:00,星期二,1,73,15,7,51,10864,78
600547,山东黄金,2022-08-02,9:00-15:00,星期二,1,50,17,4,29,7049,32
600916,中国黄金,2022-08-02,9:00-15:00,星期二,1,43,9,9,25,4537,26
600988,赤峰黄金,2022-08-02,9:00-15:00,星期二,1,80,29,16,35,10278,108
601069,西部黄金,2022-08-02,9:00-15:00,星期二,1,53,19,6,28,10839,100
000975,银泰黄金,2022-08-03,15:00-9:00,星期三,0,5,2,0,3,567,4
002155,湖南黄金,2022-08-03,15:00-9:00,星期三,0,14,5,2,7,3197,43
600489,中金黄金,2022-08-03,15:00-9:00,星期三,0,32,11,2,19,3781,20
